t,time_seconds,g_updates_total,particlesUpdated
0.000,0.000000,2998595,2998595
0.001,1.647949,3680759,3680759
0.001,3.295898,6492466,6492466
0.002,4.943848,7201974,7201974
0.002,6.591797,10109670,10109670
0.003,8.239746,10837994,10837994
0.003,9.887695,13650789,13650789
0.004,11.535640,14387730,14387730
0.005,13.183590,17386325,17386325
0.005,14.831540,18123268,18123268
0.006,16.479490,20936169,20936169
0.006,18.127440,21644646,21644646
0.007,19.775390,24552342,24552342
0.007,21.423340,25212004,25212004
0.008,23.071290,28024683,28024683
0.009,24.719240,28702638,28702638
0.009,26.367190,31701233,31701233
0.010,28.015140,32392364,32392364
0.010,29.663090,35205486,35205486
0.011,31.311040,35896622,35896622
0.011,32.958980,38804318,38804318
0.012,34.606930,39495524,39495524
0.013,36.254880,42320334,42320334
0.013,37.902830,43011804,43011804
0.014,39.550780,46010399,46010399
0.014,41.198730,46701926,46701926
0.015,42.846680,49562724,49562724
0.015,44.494630,50251063,50251063
0.016,46.142580,53158759,53158759
0.017,47.790530,53848104,53848104
0.017,49.438480,56723652,56723652
0.018,51.086430,57419656,57419656
0.018,52.734380,60418251,60418251
0.019,54.382320,61120008,61120008
0.019,56.030270,63996573,63996573
0.020,57.678220,64699199,64699199
0.021,59.326170,67606895,67606895
0.021,60.974120,68310101,68310101
0.022,62.622070,71186844,71186844
0.022,64.270020,71889995,71889995
0.023,65.917970,74888590,74888590
0.024,67.565920,75591877,75591877
0.024,69.213870,78468712,78468712
0.025,70.861820,79172021,79172021
0.025,72.509770,82079717,82079717
0.026,74.157710,82782223,82782223
0.026,75.805660,85659081,85659081
0.027,77.453610,86361165,86361165
0.028,79.101560,89359760,89359760
0.028,80.749510,90061749,90061749
0.029,82.397460,92938590,92938590
0.029,84.045410,93640991,93640991
0.030,85.693360,96548687,96548687
0.030,87.341310,97252257,97252257
0.031,88.989260,100128974,100128974
0.032,90.637210,100834270,100834270
0.032,92.285160,103832865,103832865
0.033,93.933110,104539072,104539072
0.033,95.581050,107415536,107415536
0.034,97.229000,108121910,108121910
0.034,98.876950,111029606,111029606
0.035,100.524900,111735646,111735646
0.036,102.172900,114611765,114611765
0.036,103.820800,115317325,115317325
0.037,105.468800,118315920,118315920
0.037,107.116700,119021282,119021282
0.038,108.764600,121896980,121896980
0.038,110.412600,122602422,122602422
0.039,112.060500,125510118,125510118
0.040,113.708500,126215001,126215001
0.040,115.356400,129090381,129090381
0.041,117.004400,129794426,129794426
0.041,118.652300,132793021,132793021
0.042,120.300300,133496311,133496311
0.042,121.948200,136371461,136371461
0.043,123.596200,137074269,137074269
0.044,125.244100,139981965,139981965
0.044,126.892100,140684768,140684768
0.045,128.540000,143559811,143559811
0.045,130.188000,144262863,144262863
0.046,131.835900,147261458,147261458
0.046,133.483900,147964468,147964468
0.047,135.131800,150839428,150839428
0.048,136.779800,151542020,151542020
0.048,138.427700,154449716,154449716
0.049,140.075700,155151570,155151570
0.049,141.723600,158026587,158026587
0.050,143.371600,158727776,158727776
0.050,145.019500,161726371,161726371
0.051,146.667500,162427224,162427224
0.052,148.315400,165302381,165302381
0.052,149.963400,166003130,166003130
0.053,151.611300,168910826,168910826
0.053,153.259300,169611349,169611349
0.054,154.907200,172486807,172486807
0.054,156.555200,173186943,173186943
0.055,158.203100,176185538,176185538
0.056,159.851100,176885361,176885361
0.056,161.499000,179761221,179761221
0.057,163.147000,180460808,180460808
0.057,164.794900,183368504,183368504
0.058,166.442900,184068083,184068083
0.058,168.090800,186944521,186944521
0.059,169.738800,187644272,187644272
0.060,171.386700,190642867,190642867
0.060,173.034700,191342620,191342620
0.061,174.682600,194219859,194219859
0.061,176.330600,194919312,194919312
0.062,177.978500,197827008,197827008
0.062,179.626500,198525978,198525978
0.063,181.274400,201404330,201404330
0.064,182.922400,202102944,202102944
0.064,184.570300,205101539,205101539
0.065,186.218300,205800015,205800015
0.065,187.866200,208679969,208679969
0.066,189.514200,209378554,209378554
0.066,191.162100,212286250,212286250
0.067,192.810100,212984970,212984970
0.068,194.458000,215867072,215867072
0.068,196.106000,216565897,216565897
0.069,197.753900,219564492,219564492
0.069,199.401900,220263349,220263349
0.070,201.049800,223148539,223148539
0.071,202.697800,223847491,223847491
0.071,204.345700,226755187,226755187
0.072,205.993700,227454477,227454477
0.072,207.641600,230343553,230343553
0.073,209.289600,231043243,231043243
0.073,210.937500,234041838,234041838
0.074,212.585400,234741735,234741735
0.075,214.233400,237635367,237635367
0.075,215.881300,238335151,238335151
0.076,217.529300,241242847,241242847
0.076,219.177200,241942336,241942336
0.077,220.825200,244840440,244840440
0.077,222.473100,245539621,245539621
0.078,224.121100,248538216,248538216
0.079,225.769000,249237267,249237267
0.079,227.417000,252139368,252139368
0.080,229.064900,252838435,252838435
0.080,230.712900,255746131,255746131
0.081,232.360800,256445480,256445480
0.081,234.008800,259350186,259350186
0.082,235.656700,260049864,260049864
0.083,237.304700,263048459,263048459
0.083,238.952600,263748640,263748640
0.084,240.600600,266654903,266654903
0.084,242.248500,267355906,267355906
0.085,243.896500,270263602,270263602
0.085,245.544400,270965733,270965733
0.086,247.192400,273872694,273872694
0.087,248.840300,274576052,274576052
0.087,250.488300,277574647,277574647
0.088,252.136200,278279023,278279023
0.088,253.784200,281186377,281186377
0.089,255.432100,281891131,281891131
0.089,257.080100,284798827,284798827
0.090,258.728000,285503481,285503481
0.091,260.376000,288410971,288410971
0.091,262.023900,289115044,289115044
0.092,263.671900,292113639,292113639
0.092,265.319800,292817204,292817204
0.093,266.967800,295724783,295724783
0.093,268.615700,296427778,296427778
0.094,270.263700,299335474,299335474
0.095,271.911600,300038070,300038070
0.095,273.559600,302945670,302945670
0.096,275.207500,303647921,303647921
0.096,276.855500,306646516,306646516
0.097,278.503400,307348503,307348503
0.097,280.151400,310256164,310256164
0.098,281.799300,310957803,310957803
0.099,283.447300,313865499,313865499
0.099,285.095200,314566984,314566984
0.100,286.743200,317474663,317474663
0.100,288.391100,318176143,318176143
0.101,290.039100,321174738,321174738
0.101,291.687000,321876094,321876094
0.102,293.335000,324783787,324783787
0.103,294.982900,325484665,325484665
0.103,296.630900,328392364,328392364
0.104,298.278800,329092769,329092769
0.104,299.926800,332000465,332000465
0.105,301.574700,332700480,332700480
0.105,303.222700,335699075,335699075
0.106,304.870600,336398453,336398453
0.107,306.518600,339306149,339306149
0.107,308.166500,340005131,340005131
0.108,309.814500,342912842,342912842
0.108,311.462400,343611617,343611617
0.109,313.110400,346519301,346519301
0.109,314.758300,347217726,347217726
0.110,316.406200,350216321,350216321
0.111,318.054200,350914587,350914587
0.111,319.702100,353822157,353822157
0.112,321.350100,354520230,354520230
0.112,322.998000,357427976,357427976
0.113,324.646000,358125804,358125804
0.113,326.293900,361017727,361017727
0.114,327.941900,361715377,361715377
0.115,329.589800,364713972,364713972
0.115,331.237800,365411559,365411559
0.116,332.885700,368267149,368267149
0.116,334.533700,368964561,368964561
0.117,336.181600,371872399,371872399
0.118,337.829600,372569550,372569550
0.118,339.477500,375417330,375417330
0.119,341.125500,376114141,376114141
0.119,342.773400,379112736,379112736
0.120,344.421400,379809260,379809260
0.120,346.069300,382656619,382656619
0.121,347.717300,383352946,383352946
0.122,349.365200,386261022,386261022
0.122,351.013200,386957215,386957215
0.123,352.661100,389804567,389804567
0.123,354.309100,390500675,390500675
0.124,355.957000,393499270,393499270
0.124,357.605000,394195325,394195325
0.125,359.252900,397042677,397042677
0.126,360.900900,397738653,397738653
0.126,362.548800,400647140,400647140
0.127,364.196800,401343048,401343048
0.127,365.844700,404190399,404190399
0.128,367.492700,404886237,404886237
0.128,369.140600,407884832,407884832
0.129,370.788600,408580605,408580605
0.130,372.436500,411427957,411427957
0.130,374.084500,412123561,412123561
0.131,375.732400,415032598,415032598
0.131,377.380400,415728022,415728022
0.132,379.028300,418575372,418575372
0.132,380.676300,419270607,419270607
0.133,382.324200,422269202,422269202
0.134,383.972200,422964330,422964330
0.134,385.620100,425811674,425811674
0.135,387.268100,426506703,426506703
0.135,388.916000,429416344,429416344
0.136,390.564000,430111374,430111374
0.136,392.211900,432958711,432958711
0.137,393.859900,433653786,433653786
0.138,395.507800,436652381,436652381
0.138,397.155800,437347528,437347528
0.139,398.803700,440194837,440194837
0.139,400.451700,440890117,440890117
0.140,402.099600,443799939,443799939
0.140,403.747600,444495376,444495376
0.141,405.395500,447342599,447342599
0.142,407.043500,448038179,448038179
0.142,408.691400,451036774,451036774
0.143,410.339400,451732474,451732474
0.143,411.987300,454580249,454580249
0.144,413.635300,455276119,455276119
0.144,415.283200,458185456,458185456
0.145,416.931200,458881423,458881423
0.146,418.579100,461733061,461733061
0.146,420.227100,462429024,462429024
0.147,421.875000,465427619,465427619
0.147,423.522900,466123610,466123610
0.148,425.170900,468984161,468984161
0.148,426.818800,469680157,469680157
0.149,428.466800,472588950,472588950
0.150,430.114700,473284969,473284969
0.150,431.762700,476146133,476146133
0.151,433.410600,476842210,476842210
0.151,435.058600,479840805,479840805
0.152,436.706500,480536895,480536895
0.152,438.354500,483387204,483387204
0.153,440.002400,484083360,484083360
0.154,441.650400,486992025,486992025
0.154,443.298300,487688248,487688248
0.155,444.946300,490538221,490538221
0.155,446.594200,491234628,491234628
0.156,448.242200,494233223,494233223
0.156,449.890100,494929829,494929829
0.157,451.538100,497784471,497784471
0.158,453.186000,498481261,498481261
0.158,454.834000,501390113,501390113
0.159,456.481900,502087020,502087020
0.159,458.129900,504949088,504949088
0.160,459.777800,505646051,505646051
0.161,461.425800,508644646,508644646
0.161,463.073700,509341603,509341603
0.162,464.721700,512209567,512209567
0.162,466.369600,512906505,512906505
0.163,468.017600,515815730,515815730
0.163,469.665500,516512641,516512641
0.164,471.313500,519388103,519388103
0.165,472.961400,520084976,520084976
0.165,474.609400,523083571,523083571
0.166,476.257300,523780452,523780452
0.166,477.905300,526665382,526665382
0.167,479.553200,527362310,527362310
0.167,481.201200,530272331,530272331
0.168,482.849100,530969373,530969373
0.169,484.497100,533858683,533858683
0.169,486.145000,534555839,534555839
0.170,487.793000,537554434,537554434
0.170,489.440900,538251734,538251734
0.171,491.088900,541142732,541142732
0.171,492.736800,541840156,541840156
0.172,494.384800,544761378,544761378
0.173,496.032700,545458913,545458913
0.173,497.680700,548346503,548346503
0.174,499.328600,549044118,549044118
0.174,500.976600,552042713,552042713
0.175,502.624500,552740297,552740297
0.175,504.272500,555622423,555622423
0.176,505.920400,556320002,556320002
0.177,507.568400,559265871,559265871
0.177,509.216300,559963428,559963428
0.178,510.864300,562841025,562841025
0.178,512.512200,563538494,563538494
0.179,514.160200,566537089,566537089
0.179,515.808100,567234510,567234510
0.180,517.456100,570112324,570112324
0.181,519.104000,570809728,570809728
0.181,520.752000,573753884,573753884
0.182,522.399900,574451340,574451340
0.182,524.047900,577330571,577330571
0.183,525.695800,578028092,578028092
0.183,527.343800,581026687,581026687
0.184,528.991700,581724298,581724298
0.185,530.639600,584604558,584604558
0.185,532.287600,585302252,585302252
0.186,533.935500,588236552,588236552
0.186,535.583500,588934339,588934339
0.187,537.231400,591814503,591814503
0.187,538.879400,592512362,592512362
0.188,540.527300,595510957,595510957
0.189,542.175300,596208913,596208913
0.189,543.823200,599088086,599088086
0.190,545.471200,599786060,599786060
0.190,547.119100,602719884,602719884
0.191,548.767100,603417854,603417854
0.191,550.415000,606294991,606294991
0.192,552.063000,606992923,606992923
0.193,553.710900,609991518,609991518
0.193,555.358900,610689429,610689429
0.194,557.006800,613563556,613563556
0.194,558.654800,614261509,614261509
0.195,560.302700,617196544,617196544
0.195,561.950700,617894476,617894476
0.196,563.598600,620765404,620765404
0.197,565.246600,621463312,621463312
0.197,566.894500,624461907,624461907
0.198,568.542500,625159895,625159895
0.198,570.190400,628028899,628028899
0.199,571.838400,628726955,628726955
0.199,573.486300,631662036,631662036
0.200,575.134300,632360236,632360236
0.201,576.782200,635229338,635229338
0.201,578.430200,635927620,635927620
0.202,580.078100,638926215,638926215
0.202,581.726100,639624574,639624574
0.203,583.374000,642495765,642495765
0.203,585.022000,643194167,643194167
0.204,586.669900,646130049,646130049
0.205,588.317900,646828492,646828492
0.205,589.965800,649701624,649701624
0.206,591.613800,650399999,650399999
0.206,593.261700,653398594,653398594
0.207,594.909700,654096957,654096957
0.208,596.557600,656971357,656971357
0.208,598.205600,657669665,657669665
0.209,599.853500,660608596,660608596
0.209,601.501500,661306812,661306812
0.210,603.149400,664181939,664181939
0.210,604.797400,664880158,664880158
0.211,606.445300,667878753,667878753
0.212,608.093300,668576918,668576918
0.212,609.741200,671452603,671452603
0.213,611.389200,672150733,672150733
0.213,613.037100,675095909,675095909
0.214,614.685100,675794006,675794006
0.214,616.333000,678670024,678670024
0.215,617.981000,679368091,679368091
0.216,619.628900,682366686,682366686
0.216,621.276900,683064693,683064693
0.217,622.924800,685940870,685940870
0.217,624.572800,686638732,686638732
0.218,626.220700,689589396,689589396
0.218,627.868700,690287005,690287005
0.219,629.516600,693163194,693163194
0.220,631.164600,693860389,693860389
0.220,632.812500,696858984,696858984
0.221,634.460400,697555638,697555638
0.221,636.108400,700431502,700431502
0.222,637.756300,701127453,701127453
0.222,639.404300,704080605,704080605
0.223,641.052200,704775726,704775726
0.224,642.700200,707650854,707650854
0.224,644.348100,708345075,708345075
0.225,645.996100,711343670,711343670
0.225,647.644000,712036994,712036994
0.226,649.292000,714910872,714910872
0.226,650.939900,715603626,715603626
0.227,652.587900,718558181,718558181
0.228,654.235800,719250539,719250539
0.228,655.883800,722122908,722122908
0.229,657.531700,722815132,722815132
0.229,659.179700,725813727,725813727
0.230,660.827600,726505928,726505928
0.230,662.475600,729376798,729376798
0.231,664.123500,730069032,730069032
0.232,665.771500,733025231,733025231
0.232,667.419400,733717436,733717436
0.233,669.067400,736587310,736587310
0.233,670.715300,737279562,737279562
0.234,672.363300,740278157,740278157
0.234,674.011200,740970467,740970467
0.235,675.659200,743839956,743839956
0.236,677.307100,744532357,744532357
0.236,678.955100,747490705,747490705
0.237,680.603000,748183220,748183220
0.237,682.251000,751052987,751052987
0.238,683.898900,751745606,751745606
0.238,685.546900,754744201,754744201
0.239,687.194800,755436935,755436935
0.240,688.842800,758307520,758307520
0.240,690.490700,759000441,759000441
0.241,692.138700,761961238,761961238
0.241,693.786600,762654310,762654310
0.242,695.434600,765525965,765525965
0.242,697.082500,766219137,766219137
0.243,698.730500,769217732,769217732
0.244,700.378400,769911042,769911042
0.244,702.026400,772783554,772783554
0.245,703.674300,773476985,773476985
0.245,705.322300,776440456,776440456
0.246,706.970200,777134020,777134020
0.246,708.618200,780007291,780007291
0.247,710.266100,780700974,780700974
0.248,711.914100,783699569,783699569
0.248,713.562000,784393381,784393381
0.249,715.210000,787267272,787267272
0.249,716.857900,787961195,787961195
0.250,718.505900,790926957,790926957
0.250,720.153800,791621015,791621015
0.251,721.801800,794495421,794495421
0.252,723.449700,795189580,795189580
0.252,725.097700,798188175,798188175
0.253,726.745600,798882428,798882428
0.253,728.393600,801757137,801757137
0.254,730.041500,802451470,802451470
0.255,731.689500,805418948,805418948
0.255,733.337400,806113374,806113374
0.256,734.985400,808988401,808988401
0.256,736.633300,809682880,809682880
0.257,738.281200,812681475,812681475
0.257,739.929200,813376016,813376016
0.258,741.577100,816251204,816251204
0.259,743.225100,816945755,816945755
0.259,744.873000,819914893,819914893
