t,time_seconds,g_updates_total,particlesUpdated
0.000,0.000000,2998595,2998595
0.001,1.647949,3680759,3680759
0.001,3.295898,6492466,6492466
0.002,4.943848,7201973,7201973
0.002,6.591797,10109669,10109669
0.003,8.239746,10837989,10837989
0.003,9.887695,13650781,13650781
0.004,11.535640,14387722,14387722
0.005,13.183590,17386317,17386317
0.005,14.831540,18123260,18123260
0.006,16.479490,20936161,20936161
0.006,18.127440,21644636,21644636
0.007,19.775390,24552332,24552332
0.007,21.423340,25211994,25211994
0.008,23.071290,28024675,28024675
0.009,24.719240,28702632,28702632
0.009,26.367190,31701227,31701227
0.010,28.015140,32392358,32392358
0.010,29.663090,35205470,35205470
0.011,31.311040,35896606,35896606
0.011,32.958980,38804302,38804302
0.012,34.606930,39495508,39495508
0.013,36.254880,42320326,42320326
0.013,37.902830,43011796,43011796
0.014,39.550780,46010391,46010391
0.014,41.198730,46701918,46701918
0.015,42.846680,49562708,49562708
0.015,44.494630,50251050,50251050
0.016,46.142580,53158746,53158746
0.017,47.790530,53848092,53848092
0.017,49.438480,56723629,56723629
0.018,51.086430,57419636,57419636
0.018,52.734380,60418231,60418231
0.019,54.382320,61119982,61119982
0.019,56.030270,63996541,63996541
0.020,57.678220,64699163,64699163
0.021,59.326170,67606859,67606859
0.021,60.974120,68310065,68310065
0.022,62.622070,71186808,71186808
0.022,64.270020,71889961,71889961
0.023,65.917970,74888556,74888556
0.024,67.565920,75591843,75591843
0.024,69.213870,78468679,78468679
0.025,70.861820,79171989,79171989
0.025,72.509770,82079685,82079685
0.026,74.157710,82782191,82782191
0.026,75.805660,85659046,85659046
0.027,77.453610,86361131,86361131
0.028,79.101560,89359726,89359726
0.028,80.749510,90061715,90061715
0.029,82.397460,92938553,92938553
0.029,84.045410,93640957,93640957
0.030,85.693360,96548653,96548653
0.030,87.341310,97252216,97252216
0.031,88.989260,100128934,100128934
0.032,90.637210,100834232,100834232
0.032,92.285160,103832827,103832827
0.033,93.933110,104539030,104539030
0.033,95.581050,107415504,107415504
0.034,97.229000,108121881,108121881
0.034,98.876950,111029577,111029577
0.035,100.524900,111735620,111735620
0.036,102.172900,114611742,114611742
0.036,103.820800,115317302,115317302
0.037,105.468800,118315897,118315897
0.037,107.116700,119021262,119021262
0.038,108.764600,121896965,121896965
0.038,110.412600,122602405,122602405
0.039,112.060500,125510101,125510101
0.040,113.708500,126214987,126214987
0.040,115.356400,129090371,129090371
0.041,117.004400,129794416,129794416
0.041,118.652300,132793011,132793011
0.042,120.300300,133496301,133496301
0.042,121.948200,136371461,136371461
0.043,123.596200,137074266,137074266
0.044,125.244100,139981962,139981962
0.044,126.892100,140684764,140684764
0.045,128.540000,143559818,143559818
0.045,130.188000,144262872,144262872
0.046,131.835900,147261467,147261467
0.046,133.483900,147964475,147964475
0.047,135.131800,150839431,150839431
0.048,136.779800,151542023,151542023
0.048,138.427700,154449719,154449719
0.049,140.075700,155151571,155151571
0.049,141.723600,158026579,158026579
0.050,143.371600,158727772,158727772
0.050,145.019500,161726367,161726367
0.051,146.667500,162427216,162427216
0.052,148.315400,165302372,165302372
0.052,149.963400,166003121,166003121
0.053,151.611300,168910817,168910817
0.053,153.259300,169611347,169611347
0.054,154.907200,172486781,172486781
0.054,156.555200,173186913,173186913
0.055,158.203100,176185508,176185508
0.056,159.851100,176885333,176885333
0.056,161.499000,179761220,179761220
0.057,163.147000,180460809,180460809
0.057,164.794900,183368505,183368505
0.058,166.442900,184068080,184068080
0.058,168.090800,186944510,186944510
0.059,169.738800,187644262,187644262
0.060,171.386700,190642857,190642857
0.060,173.034700,191342610,191342610
0.061,174.682600,194219865,194219865
0.061,176.330600,194919319,194919319
0.062,177.978500,197827015,197827015
0.062,179.626500,198525986,198525986
0.063,181.274400,201404338,201404338
0.064,182.922400,202102953,202102953
0.064,184.570300,205101548,205101548
0.065,186.218300,205800026,205800026
0.065,187.866200,208679969,208679969
0.066,189.514200,209378545,209378545
0.066,191.162100,212286241,212286241
0.067,192.810100,212984971,212984971
0.068,194.458000,215867075,215867075
0.068,196.106000,216565892,216565892
0.069,197.753900,219564487,219564487
0.069,199.401900,220263346,220263346
0.070,201.049800,223148565,223148565
0.071,202.697800,223847517,223847517
0.071,204.345700,226755213,226755213
0.072,205.993700,227454509,227454509
0.072,207.641600,230343603,230343603
0.073,209.289600,231043297,231043297
0.073,210.937500,234041892,234041892
0.074,212.585400,234741788,234741788
0.075,214.233400,237635440,237635440
0.075,215.881300,238335220,238335220
0.076,217.529300,241242916,241242916
0.076,219.177200,241942404,241942404
0.077,220.825200,244840510,244840510
0.077,222.473100,245539693,245539693
0.078,224.121100,248538288,248538288
0.079,225.769000,249237341,249237341
0.079,227.417000,252139436,252139436
0.080,229.064900,252838503,252838503
0.080,230.712900,255746199,255746199
0.081,232.360800,256445554,256445554
0.081,234.008800,259350288,259350288
0.082,235.656700,260049959,260049959
0.083,237.304700,263048554,263048554
0.083,238.952600,263748733,263748733
0.084,240.600600,266655014,266655014
0.084,242.248500,267356020,267356020
0.085,243.896500,270263716,270263716
0.085,245.544400,270965849,270965849
0.086,247.192400,273872823,273872823
0.087,248.840300,274576173,274576173
0.087,250.488300,277574768,277574768
0.088,252.136200,278279146,278279146
0.088,253.784200,281186509,281186509
0.089,255.432100,281891272,281891272
0.089,257.080100,284798968,284798968
0.090,258.728000,285503628,285503628
0.091,260.376000,288411130,288411130
0.091,262.023900,289115204,289115204
0.092,263.671900,292113799,292113799
0.092,265.319800,292817375,292817375
0.093,266.967800,295724956,295724956
0.093,268.615700,296427955,296427955
0.094,270.263700,299335651,299335651
0.095,271.911600,300038256,300038256
0.095,273.559600,302945857,302945857
0.096,275.207500,303648105,303648105
0.096,276.855500,306646700,306646700
0.097,278.503400,307348681,307348681
0.097,280.151400,310256344,310256344
0.098,281.799300,310957982,310957982
0.099,283.447300,313865678,313865678
0.099,285.095200,314567167,314567167
0.100,286.743200,317474846,317474846
0.100,288.391100,318176323,318176323
0.101,290.039100,321174918,321174918
0.101,291.687000,321876282,321876282
0.102,293.335000,324783974,324783974
0.103,294.982900,325484850,325484850
0.103,296.630900,328392549,328392549
0.104,298.278800,329092954,329092954
0.104,299.926800,332000650,332000650
0.105,301.574700,332700661,332700661
0.105,303.222700,335699256,335699256
0.106,304.870600,336398631,336398631
0.107,306.518600,339306327,339306327
0.107,308.166500,340005304,340005304
0.108,309.814500,342913014,342913014
0.108,311.462400,343611792,343611792
0.109,313.110400,346519477,346519477
0.109,314.758300,347217914,347217914
0.110,316.406200,350216509,350216509
0.111,318.054200,350914779,350914779
0.111,319.702100,353822355,353822355
0.112,321.350100,354520423,354520423
0.112,322.998000,357428167,357428167
0.113,324.646000,358125996,358125996
0.113,326.293900,361017946,361017946
0.114,327.941900,361715599,361715599
0.115,329.589800,364714194,364714194
0.115,331.237800,365411786,365411786
0.116,332.885700,368267341,368267341
0.116,334.533700,368964755,368964755
0.117,336.181600,371872593,371872593
0.118,337.829600,372569739,372569739
0.118,339.477500,375417527,375417527
0.119,341.125500,376114342,376114342
0.119,342.773400,379112937,379112937
0.120,344.421400,379809460,379809460
0.120,346.069300,382656819,382656819
0.121,347.717300,383353157,383353157
0.122,349.365200,386261235,386261235
0.122,351.013200,386957444,386957444
0.123,352.661100,389804796,389804796
0.123,354.309100,390500900,390500900
0.124,355.957000,393499495,393499495
0.124,357.605000,394195551,394195551
0.125,359.252900,397042903,397042903
0.126,360.900900,397738881,397738881
0.126,362.548800,400647357,400647357
0.127,364.196800,401343271,401343271
0.127,365.844700,404190622,404190622
0.128,367.492700,404886461,404886461
0.128,369.140600,407885056,407885056
0.129,370.788600,408580829,408580829
0.130,372.436500,411428181,411428181
0.130,374.084500,412123789,412123789
0.131,375.732400,415032828,415032828
0.131,377.380400,415728249,415728249
0.132,379.028300,418575599,418575599
0.132,380.676300,419270829,419270829
0.133,382.324200,422269424,422269424
0.134,383.972200,422964543,422964543
0.134,385.620100,425811887,425811887
0.135,387.268100,426506924,426506924
0.135,388.916000,429416561,429416561
0.136,390.564000,430111589,430111589
0.136,392.211900,432958926,432958926
0.137,393.859900,433654006,433654006
0.138,395.507800,436652601,436652601
0.138,397.155800,437347769,437347769
0.139,398.803700,440195077,440195077
0.139,400.451700,440890371,440890371
0.140,402.099600,443800182,443800182
0.140,403.747600,444495636,444495636
0.141,405.395500,447342860,447342860
0.142,407.043500,448038454,448038454
0.142,408.691400,451037049,451037049
0.143,410.339400,451732754,451732754
0.143,411.987300,454580508,454580508
0.144,413.635300,455276379,455276379
0.144,415.283200,458185717,458185717
0.145,416.931200,458881686,458881686
0.146,418.579100,461733267,461733267
0.146,420.227100,462429257,462429257
0.147,421.875000,465427852,465427852
0.147,423.522900,466123851,466123851
0.148,425.170900,468984397,468984397
0.148,426.818800,469680389,469680389
0.149,428.466800,472589180,472589180
0.150,430.114700,473285198,473285198
0.150,431.762700,476146390,476146390
0.151,433.410600,476842472,476842472
0.151,435.058600,479841067,479841067
0.152,436.706500,480537169,480537169
0.152,438.354500,483387501,483387501
0.153,440.002400,484083656,484083656
0.154,441.650400,486992322,486992322
0.154,443.298300,487688551,487688551
0.155,444.946300,490538541,490538541
0.155,446.594200,491234961,491234961
0.156,448.242200,494233556,494233556
0.156,449.890100,494930167,494930167
0.157,451.538100,497784797,497784797
0.158,453.186000,498481586,498481586
0.158,454.834000,501390438,501390438
0.159,456.481900,502087363,502087363
0.159,458.129900,504949434,504949434
0.160,459.777800,505646402,505646402
0.161,461.425800,508644997,508644997
0.161,463.073700,509341962,509341962
0.162,464.721700,512209905,512209905
0.162,466.369600,512906855,512906855
0.163,468.017600,515816071,515816071
0.163,469.665500,516512985,516512985
0.164,471.313500,519388396,519388396
0.165,472.961400,520085270,520085270
0.165,474.609400,523083865,523083865
0.166,476.257300,523780740,523780740
0.166,477.905300,526665648,526665648
0.167,479.553200,527362584,527362584
0.167,481.201200,530272598,530272598
0.168,482.849100,530969630,530969630
0.169,484.497100,533858943,533858943
0.169,486.145000,534556118,534556118
0.170,487.793000,537554713,537554713
0.170,489.440900,538252023,538252023
0.171,491.088900,541142992,541142992
0.171,492.736800,541840430,541840430
0.172,494.384800,544761677,544761677
0.173,496.032700,545459221,545459221
0.173,497.680700,548346799,548346799
0.174,499.328600,549044420,549044420
0.174,500.976600,552043015,552043015
0.175,502.624500,552740588,552740588
0.175,504.272500,555622703,555622703
0.176,505.920400,556320289,556320289
0.177,507.568400,559266159,559266159
0.177,509.216300,559963719,559963719
0.178,510.864300,562841279,562841279
0.178,512.512200,563538729,563538729
0.179,514.160200,566537324,566537324
0.179,515.808100,567234742,567234742
0.180,517.456100,570112546,570112546
0.181,519.104000,570809950,570809950
0.181,520.752000,573754099,573754099
0.182,522.399900,574451557,574451557
0.182,524.047900,577330836,577330836
0.183,525.695800,578028371,578028371
0.183,527.343800,581026966,581026966
0.184,528.991700,581724568,581724568
0.185,530.639600,584604772,584604772
0.185,532.287600,585302479,585302479
0.186,533.935500,588236812,588236812
0.186,535.583500,588934610,588934610
0.187,537.231400,591814726,591814726
0.187,538.879400,592512575,592512575
0.188,540.527300,595511170,595511170
0.189,542.175300,596209109,596209109
0.189,543.823200,599088195,599088195
0.190,545.471200,599786190,599786190
0.190,547.119100,602720005,602720005
0.191,548.767100,603417981,603417981
0.191,550.415000,606295023,606295023
0.192,552.063000,606992971,606992971
0.193,553.710900,609991566,609991566
0.193,555.358900,610689512,610689512
0.194,557.006800,613563514,613563514
0.194,558.654800,614261453,614261453
0.195,560.302700,617196504,617196504
0.195,561.950700,617894423,617894423
0.196,563.598600,620765289,620765289
0.197,565.246600,621463218,621463218
0.197,566.894500,624461813,624461813
0.198,568.542500,625159809,625159809
0.198,570.190400,628028742,628028742
0.199,571.838400,628726810,628726810
0.199,573.486300,631661901,631661901
0.200,575.134300,632360113,632360113
0.201,576.782200,635229123,635229123
0.201,578.430200,635927408,635927408
0.202,580.078100,638926003,638926003
0.202,581.726100,639624367,639624367
0.203,583.374000,642495494,642495494
0.203,585.022000,643193906,643193906
0.204,586.669900,646129788,646129788
0.205,588.317900,646828246,646828246
0.205,589.965800,649701359,649701359
0.206,591.613800,650399745,650399745
0.206,593.261700,653398340,653398340
0.207,594.909700,654096701,654096701
0.208,596.557600,656971064,656971064
0.208,598.205600,657669381,657669381
0.209,599.853500,660608294,660608294
0.209,601.501500,661306515,661306515
0.210,603.149400,664181607,664181607
0.210,604.797400,664879818,664879818
0.211,606.445300,667878413,667878413
0.212,608.093300,668576552,668576552
0.212,609.741200,671452173,671452173
0.213,611.389200,672150293,672150293
0.213,613.037100,675095464,675095464
0.214,614.685100,675793542,675793542
0.214,616.333000,678669530,678669530
0.215,617.981000,679367592,679367592
0.216,619.628900,682366187,682366187
0.216,621.276900,683064173,683064173
0.217,622.924800,685940348,685940348
0.217,624.572800,686638219,686638219
0.218,626.220700,689588892,689588892
0.218,627.868700,690286513,690286513
0.219,629.516600,693162683,693162683
0.220,631.164600,693859902,693859902
0.220,632.812500,696858497,696858497
0.221,634.460400,697555194,697555194
0.221,636.108400,700431042,700431042
0.222,637.756300,701126991,701126991
0.222,639.404300,704080123,704080123
0.223,641.052200,704775262,704775262
0.224,642.700200,707650331,707650331
0.224,644.348100,708344513,708344513
0.225,645.996100,711343108,711343108
0.225,647.644000,712036424,712036424
0.226,649.292000,714910266,714910266
0.226,650.939900,715602987,715602987
0.227,652.587900,718557516,718557516
0.228,654.235800,719249832,719249832
0.228,655.883800,722122187,722122187
0.229,657.531700,722814422,722814422
0.229,659.179700,725813017,725813017
0.230,660.827600,726505200,726505200
0.230,662.475600,729376047,729376047
0.231,664.123500,730068293,730068293
0.232,665.771500,733024483,733024483
0.232,667.419400,733716694,733716694
0.233,669.067400,736586603,736586603
0.233,670.715300,737278841,737278841
0.234,672.363300,740277436,740277436
0.234,674.011200,740969751,740969751
0.235,675.659200,743839205,743839205
0.236,677.307100,744531623,744531623
0.236,678.955100,747489949,747489949
0.237,680.603000,748182467,748182467
0.237,682.251000,751052263,751052263
0.238,683.898900,751744886,751744886
0.238,685.546900,754743481,754743481
0.239,687.194800,755436210,755436210
0.240,688.842800,758306797,758306797
0.240,690.490700,758999697,758999697
0.241,692.138700,761960489,761960489
0.241,693.786600,762653519,762653519
0.242,695.434600,765525151,765525151
0.242,697.082500,766218323,766218323
0.243,698.730500,769216918,769216918
0.244,700.378400,769910199,769910199
0.244,702.026400,772782710,772782710
0.245,703.674300,773476133,773476133
0.245,705.322300,776439563,776439563
0.246,706.970200,777133122,777133122
0.246,708.618200,780006366,780006366
0.247,710.266100,780700019,780700019
0.248,711.914100,783698614,783698614
0.248,713.562000,784392419,784392419
0.249,715.210000,787266302,787266302
0.249,716.857900,787960222,787960222
0.250,718.505900,790925965,790925965
0.250,720.153800,791620013,791620013
0.251,721.801800,794494398,794494398
0.252,723.449700,795188537,795188537
0.252,725.097700,798187132,798187132
0.253,726.745600,798881359,798881359
0.253,728.393600,801756048,801756048
0.254,730.041500,802450358,802450358
0.255,731.689500,805417859,805417859
0.255,733.337400,806112245,806112245
0.256,734.985400,808987229,808987229
0.256,736.633300,809681692,809681692
0.257,738.281200,812680287,812680287
0.257,739.929200,813374817,813374817
0.258,741.577100,816249944,816249944
0.259,743.225100,816944512,816944512
0.259,744.873000,819913631,819913631
