t,time_seconds,g_updates_total,particlesUpdated
0.000,0.000000,2998595,2998595
0.001,1.647949,3680759,3680759
0.001,3.295898,6492466,6492466
0.002,4.943848,7201974,7201974
0.002,6.591797,10109670,10109670
0.003,8.239746,10837990,10837990
0.003,9.887695,13650783,13650783
0.004,11.535640,14387724,14387724
0.005,13.183590,17386319,17386319
0.005,14.831540,18123262,18123262
0.006,16.479490,20936165,20936165
0.006,18.127440,21644640,21644640
0.007,19.775390,24552336,24552336
0.007,21.423340,25211998,25211998
0.008,23.071290,28024678,28024678
0.009,24.719240,28702636,28702636
0.009,26.367190,31701231,31701231
0.010,28.015140,32392362,32392362
0.010,29.663090,35205476,35205476
0.011,31.311040,35896612,35896612
0.011,32.958980,38804308,38804308
0.012,34.606930,39495514,39495514
0.013,36.254880,42320313,42320313
0.013,37.902830,43011783,43011783
0.014,39.550780,46010378,46010378
0.014,41.198730,46701906,46701906
0.015,42.846680,49562695,49562695
0.015,44.494630,50251036,50251036
0.016,46.142580,53158732,53158732
0.017,47.790530,53848076,53848076
0.017,49.438480,56723618,56723618
0.018,51.086430,57419621,57419621
0.018,52.734380,60418216,60418216
0.019,54.382320,61119971,61119971
0.019,56.030270,63996529,63996529
0.020,57.678220,64699153,64699153
0.021,59.326170,67606849,67606849
0.021,60.974120,68310056,68310056
0.022,62.622070,71186800,71186800
0.022,64.270020,71889952,71889952
0.023,65.917970,74888547,74888547
0.024,67.565920,75591834,75591834
0.024,69.213870,78468671,78468671
0.025,70.861820,79171981,79171981
0.025,72.509770,82079677,82079677
0.026,74.157710,82782184,82782184
0.026,75.805660,85659042,85659042
0.027,77.453610,86361125,86361125
0.028,79.101560,89359720,89359720
0.028,80.749510,90061710,90061710
0.029,82.397460,92938549,92938549
0.029,84.045410,93640954,93640954
0.030,85.693360,96548650,96548650
0.030,87.341310,97252216,97252216
0.031,88.989260,100128934,100128934
0.032,90.637210,100834234,100834234
0.032,92.285160,103832829,103832829
0.033,93.933110,104539033,104539033
0.033,95.581050,107415508,107415508
0.034,97.229000,108121883,108121883
0.034,98.876950,111029579,111029579
0.035,100.524900,111735624,111735624
0.036,102.172900,114611745,114611745
0.036,103.820800,115317305,115317305
0.037,105.468800,118315900,118315900
0.037,107.116700,119021264,119021264
0.038,108.764600,121896958,121896958
0.038,110.412600,122602398,122602398
0.039,112.060500,125510094,125510094
0.040,113.708500,126214978,126214978
0.040,115.356400,129090359,129090359
0.041,117.004400,129794403,129794403
0.041,118.652300,132792998,132792998
0.042,120.300300,133496289,133496289
0.042,121.948200,136371443,136371443
0.043,123.596200,137074248,137074248
0.044,125.244100,139981944,139981944
0.044,126.892100,140684748,140684748
0.045,128.540000,143559799,143559799
0.045,130.188000,144262850,144262850
0.046,131.835900,147261445,147261445
0.046,133.483900,147964454,147964454
0.047,135.131800,150839412,150839412
0.048,136.779800,151542002,151542002
0.048,138.427700,154449698,154449698
0.049,140.075700,155151551,155151551
0.049,141.723600,158026562,158026562
0.050,143.371600,158727756,158727756
0.050,145.019500,161726351,161726351
0.051,146.667500,162427203,162427203
0.052,148.315400,165302362,165302362
0.052,149.963400,166003114,166003114
0.053,151.611300,168910810,168910810
0.053,153.259300,169611335,169611335
0.054,154.907200,172486768,172486768
0.054,156.555200,173186898,173186898
0.055,158.203100,176185493,176185493
0.056,159.851100,176885318,176885318
0.056,161.499000,179761195,179761195
0.057,163.147000,180460784,180460784
0.057,164.794900,183368480,183368480
0.058,166.442900,184068058,184068058
0.058,168.090800,186944485,186944485
0.059,169.738800,187644236,187644236
0.060,171.386700,190642831,190642831
0.060,173.034700,191342583,191342583
0.061,174.682600,194219831,194219831
0.061,176.330600,194919282,194919282
0.062,177.978500,197826978,197826978
0.062,179.626500,198525948,198525948
0.063,181.274400,201404296,201404296
0.064,182.922400,202102910,202102910
0.064,184.570300,205101505,205101505
0.065,186.218300,205799980,205799980
0.065,187.866200,208679923,208679923
0.066,189.514200,209378501,209378501
0.066,191.162100,212286197,212286197
0.067,192.810100,212984925,212984925
0.068,194.458000,215867029,215867029
0.068,196.106000,216565848,216565848
0.069,197.753900,219564443,219564443
0.069,199.401900,220263306,220263306
0.070,201.049800,223148528,223148528
0.071,202.697800,223847477,223847477
0.071,204.345700,226755173,226755173
0.072,205.993700,227454466,227454466
0.072,207.641600,230343562,230343562
0.073,209.289600,231043256,231043256
0.073,210.937500,234041851,234041851
0.074,212.585400,234741746,234741746
0.075,214.233400,237635388,237635388
0.075,215.881300,238335171,238335171
0.076,217.529300,241242867,241242867
0.076,219.177200,241942351,241942351
0.077,220.825200,244840465,244840465
0.077,222.473100,245539649,245539649
0.078,224.121100,248538244,248538244
0.079,225.769000,249237294,249237294
0.079,227.417000,252139396,252139396
0.080,229.064900,252838464,252838464
0.080,230.712900,255746160,255746160
0.081,232.360800,256445508,256445508
0.081,234.008800,259350240,259350240
0.082,235.656700,260049912,260049912
0.083,237.304700,263048507,263048507
0.083,238.952600,263748688,263748688
0.084,240.600600,266654957,266654957
0.084,242.248500,267355970,267355970
0.085,243.896500,270263666,270263666
0.085,245.544400,270965796,270965796
0.086,247.192400,273872765,273872765
0.087,248.840300,274576118,274576118
0.087,250.488300,277574713,277574713
0.088,252.136200,278279086,278279086
0.088,253.784200,281186452,281186452
0.089,255.432100,281891214,281891214
0.089,257.080100,284798910,284798910
0.090,258.728000,285503567,285503567
0.091,260.376000,288411064,288411064
0.091,262.023900,289115139,289115139
0.092,263.671900,292113734,292113734
0.092,265.319800,292817306,292817306
0.093,266.967800,295724887,295724887
0.093,268.615700,296427879,296427879
0.094,270.263700,299335575,299335575
0.095,271.911600,300038180,300038180
0.095,273.559600,302945783,302945783
0.096,275.207500,303648034,303648034
0.096,276.855500,306646629,306646629
0.097,278.503400,307348612,307348612
0.097,280.151400,310256275,310256275
0.098,281.799300,310957915,310957915
0.099,283.447300,313865611,313865611
0.099,285.095200,314567098,314567098
0.100,286.743200,317474777,317474777
0.100,288.391100,318176258,318176258
0.101,290.039100,321174853,321174853
0.101,291.687000,321876213,321876213
0.102,293.335000,324783906,324783906
0.103,294.982900,325484782,325484782
0.103,296.630900,328392481,328392481
0.104,298.278800,329092885,329092885
0.104,299.926800,332000581,332000581
0.105,301.574700,332700590,332700590
0.105,303.222700,335699185,335699185
0.106,304.870600,336398560,336398560
0.107,306.518600,339306256,339306256
0.107,308.166500,340005237,340005237
0.108,309.814500,342912947,342912947
0.108,311.462400,343611726,343611726
0.109,313.110400,346519410,346519410
0.109,314.758300,347217836,347217836
0.110,316.406200,350216431,350216431
0.111,318.054200,350914702,350914702
0.111,319.702100,353822274,353822274
0.112,321.350100,354520341,354520341
0.112,322.998000,357428086,357428086
0.113,324.646000,358125909,358125909
0.113,326.293900,361017860,361017860
0.114,327.941900,361715510,361715510
0.115,329.589800,364714105,364714105
0.115,331.237800,365411692,365411692
0.116,332.885700,368267254,368267254
0.116,334.533700,368964673,368964673
0.117,336.181600,371872511,371872511
0.118,337.829600,372569656,372569656
0.118,339.477500,375417441,375417441
0.119,341.125500,376114257,376114257
0.119,342.773400,379112852,379112852
0.120,344.421400,379809377,379809377
0.120,346.069300,382656736,382656736
0.121,347.717300,383353074,383353074
0.122,349.365200,386261155,386261155
0.122,351.013200,386957363,386957363
0.123,352.661100,389804715,389804715
0.123,354.309100,390500822,390500822
0.124,355.957000,393499417,393499417
0.124,357.605000,394195474,394195474
0.125,359.252900,397042826,397042826
0.126,360.900900,397738800,397738800
0.126,362.548800,400647284,400647284
0.127,364.196800,401343203,401343203
0.127,365.844700,404190554,404190554
0.128,367.492700,404886392,404886392
0.128,369.140600,407884987,407884987
0.129,370.788600,408580762,408580762
0.130,372.436500,411428114,411428114
0.130,374.084500,412123718,412123718
0.131,375.732400,415032752,415032752
0.131,377.380400,415728178,415728178
0.132,379.028300,418575528,418575528
0.132,380.676300,419270759,419270759
0.133,382.324200,422269354,422269354
0.134,383.972200,422964476,422964476
0.134,385.620100,425811820,425811820
0.135,387.268100,426506854,426506854
0.135,388.916000,429416488,429416488
0.136,390.564000,430111526,430111526
0.136,392.211900,432958863,432958863
0.137,393.859900,433653940,433653940
0.138,395.507800,436652535,436652535
0.138,397.155800,437347704,437347704
0.139,398.803700,440195012,440195012
0.139,400.451700,440890308,440890308
0.140,402.099600,443800118,443800118
0.140,403.747600,444495569,444495569
0.141,405.395500,447342792,447342792
0.142,407.043500,448038387,448038387
0.142,408.691400,451036982,451036982
0.143,410.339400,451732685,451732685
0.143,411.987300,454580429,454580429
0.144,413.635300,455276303,455276303
0.144,415.283200,458185638,458185638
0.145,416.931200,458881602,458881602
0.146,418.579100,461733181,461733181
0.146,420.227100,462429167,462429167
0.147,421.875000,465427762,465427762
0.147,423.522900,466123755,466123755
0.148,425.170900,468984301,468984301
0.148,426.818800,469680292,469680292
0.149,428.466800,472589081,472589081
0.150,430.114700,473285098,473285098
0.150,431.762700,476146271,476146271
0.151,433.410600,476842344,476842344
0.151,435.058600,479840939,479840939
0.152,436.706500,480537029,480537029
0.152,438.354500,483387372,483387372
0.153,440.002400,484083525,484083525
0.154,441.650400,486992200,486992200
0.154,443.298300,487688430,487688430
0.155,444.946300,490538434,490538434
0.155,446.594200,491234854,491234854
0.156,448.242200,494233449,494233449
0.156,449.890100,494930055,494930055
0.157,451.538100,497784676,497784676
0.158,453.186000,498481470,498481470
0.158,454.834000,501390321,501390321
0.159,456.481900,502087241,502087241
0.159,458.129900,504949300,504949300
0.160,459.777800,505646274,505646274
0.161,461.425800,508644869,508644869
0.161,463.073700,509341839,509341839
0.162,464.721700,512209800,512209800
0.162,466.369600,512906741,512906741
0.163,468.017600,515815963,515815963
0.163,469.665500,516512866,516512866
0.164,471.313500,519388284,519388284
0.165,472.961400,520085149,520085149
0.165,474.609400,523083744,523083744
0.166,476.257300,523780619,523780619
0.166,477.905300,526665541,526665541
0.167,479.553200,527362471,527362471
0.167,481.201200,530272495,530272495
0.168,482.849100,530969528,530969528
0.169,484.497100,533858838,533858838
0.169,486.145000,534556013,534556013
0.170,487.793000,537554608,537554608
0.170,489.440900,538251914,538251914
0.171,491.088900,541142888,541142888
0.171,492.736800,541840319,541840319
0.172,494.384800,544761577,544761577
0.173,496.032700,545459123,545459123
0.173,497.680700,548346707,548346707
0.174,499.328600,549044330,549044330
0.174,500.976600,552042925,552042925
0.175,502.624500,552740492,552740492
0.175,504.272500,555622602,555622602
0.176,505.920400,556320189,556320189
0.177,507.568400,559266069,559266069
0.177,509.216300,559963633,559963633
0.178,510.864300,562841170,562841170
0.178,512.512200,563538622,563538622
0.179,514.160200,566537217,566537217
0.179,515.808100,567234642,567234642
0.180,517.456100,570112447,570112447
0.181,519.104000,570809848,570809848
0.181,520.752000,573753989,573753989
0.182,522.399900,574451438,574451438
0.182,524.047900,577330687,577330687
0.183,525.695800,578028218,578028218
0.183,527.343800,581026813,581026813
0.184,528.991700,581724417,581724417
0.185,530.639600,584604645,584604645
0.185,532.287600,585302347,585302347
0.186,533.935500,588236673,588236673
0.186,535.583500,588934471,588934471
0.187,537.231400,591814619,591814619
0.187,538.879400,592512467,592512467
0.188,540.527300,595511062,595511062
0.189,542.175300,596208999,596208999
0.189,543.823200,599088114,599088114
0.190,545.471200,599786102,599786102
0.190,547.119100,602719934,602719934
0.191,548.767100,603417913,603417913
0.191,550.415000,606294974,606294974
0.192,552.063000,606992916,606992916
0.193,553.710900,609991511,609991511
0.193,555.358900,610689442,610689442
0.194,557.006800,613563436,613563436
0.194,558.654800,614261370,614261370
0.195,560.302700,617196408,617196408
0.195,561.950700,617894332,617894332
0.196,563.598600,620765229,620765229
0.197,565.246600,621463147,621463147
0.197,566.894500,624461742,624461742
0.198,568.542500,625159732,625159732
0.198,570.190400,628028636,628028636
0.199,571.838400,628726691,628726691
0.199,573.486300,631661785,631661785
0.200,575.134300,632360005,632360005
0.201,576.782200,635229051,635229051
0.201,578.430200,635927338,635927338
0.202,580.078100,638925933,638925933
0.202,581.726100,639624289,639624289
0.203,583.374000,642495412,642495412
0.203,585.022000,643193815,643193815
0.204,586.669900,646129692,646129692
0.205,588.317900,646828147,646828147
0.205,589.965800,649701257,649701257
0.206,591.613800,650399638,650399638
0.206,593.261700,653398233,653398233
0.207,594.909700,654096583,654096583
0.208,596.557600,656970941,656970941
0.208,598.205600,657669264,657669264
0.209,599.853500,660608196,660608196
0.209,601.501500,661306418,661306418
0.210,603.149400,664181520,664181520
0.210,604.797400,664879720,664879720
0.211,606.445300,667878315,667878315
0.212,608.093300,668576462,668576462
0.212,609.741200,671452093,671452093
0.213,611.389200,672150220,672150220
0.213,613.037100,675095383,675095383
0.214,614.685100,675793454,675793454
0.214,616.333000,678669447,678669447
0.215,617.981000,679367514,679367514
0.216,619.628900,682366109,682366109
0.216,621.276900,683064112,683064112
0.217,622.924800,685940273,685940273
0.217,624.572800,686638128,686638128
0.218,626.220700,689588796,689588796
0.218,627.868700,690286432,690286432
0.219,629.516600,693162596,693162596
0.220,631.164600,693859814,693859814
0.220,632.812500,696858409,696858409
0.221,634.460400,697555086,697555086
0.221,636.108400,700430925,700430925
0.222,637.756300,701126877,701126877
0.222,639.404300,704080020,704080020
0.223,641.052200,704775154,704775154
0.224,642.700200,707650240,707650240
0.224,644.348100,708344423,708344423
0.225,645.996100,711343018,711343018
0.225,647.644000,712036348,712036348
0.226,649.292000,714910203,714910203
0.226,650.939900,715602951,715602951
0.227,652.587900,718557486,718557486
0.228,654.235800,719249799,719249799
0.228,655.883800,722122137,722122137
0.229,657.531700,722814359,722814359
0.229,659.179700,725812954,725812954
0.230,660.827600,726505144,726505144
0.230,662.475600,729375993,729375993
0.231,664.123500,730068227,730068227
0.232,665.771500,733024436,733024436
0.232,667.419400,733716647,733716647
0.233,669.067400,736586572,736586572
0.233,670.715300,737278811,737278811
0.234,672.363300,740277406,740277406
0.234,674.011200,740969723,740969723
0.235,675.659200,743839181,743839181
0.236,677.307100,744531590,744531590
0.236,678.955100,747489925,747489925
0.237,680.603000,748182442,748182442
0.237,682.251000,751052229,751052229
0.238,683.898900,751744860,751744860
0.238,685.546900,754743455,754743455
0.239,687.194800,755436185,755436185
0.240,688.842800,758306782,758306782
0.240,690.490700,758999678,758999678
0.241,692.138700,761960467,761960467
0.241,693.786600,762653513,762653513
0.242,695.434600,765525124,765525124
0.242,697.082500,766218301,766218301
0.243,698.730500,769216896,769216896
0.244,700.378400,769910179,769910179
0.244,702.026400,772782660,772782660
0.245,703.674300,773476081,773476081
0.245,705.322300,776439521,776439521
0.246,706.970200,777133080,777133080
0.246,708.618200,780006312,780006312
0.247,710.266100,780699976,780699976
0.248,711.914100,783698571,783698571
0.248,713.562000,784392370,784392370
0.249,715.210000,787266249,787266249
0.249,716.857900,787960179,787960179
0.250,718.505900,790925939,790925939
0.250,720.153800,791619985,791619985
0.251,721.801800,794494374,794494374
0.252,723.449700,795188518,795188518
0.252,725.097700,798187113,798187113
0.253,726.745600,798881350,798881350
0.253,728.393600,801756060,801756060
0.254,730.041500,802450382,802450382
0.255,731.689500,805417889,805417889
0.255,733.337400,806112282,806112282
0.256,734.985400,808987288,808987288
0.256,736.633300,809681756,809681756
0.257,738.281200,812680351,812680351
0.257,739.929200,813374895,813374895
0.258,741.577100,816250060,816250060
0.259,743.225100,816944635,816944635
0.259,744.873000,819913752,819913752
