t,time_seconds,g_updates_total,particlesUpdated
0.000,0.000000,3160932,3160932
0.001,1.647949,4060851,4060851
0.001,3.295898,7132312,7132312
0.002,4.943848,8032231,8032231
0.002,6.591797,11103732,11103732
0.003,8.239746,12003651,12003651
0.003,9.887695,15075147,15075147
0.004,11.535640,15981918,15981918
0.005,13.183590,19142850,19142850
0.005,14.831540,20058720,20058720
0.006,16.479490,23130219,23130219
0.006,18.127440,24034217,24034217
0.007,19.775390,27105718,27105718
0.007,21.423340,28007837,28007837
0.008,23.071290,31079337,31079337
0.009,24.719240,31985629,31985629
0.009,26.367190,35146561,35146561
0.010,28.015140,36054153,36054153
0.010,29.663090,39125654,39125654
0.011,31.311040,40034974,40034974
0.011,32.958980,43106475,43106475
0.012,34.606930,44019162,44019162
0.013,36.254880,47090663,47090663
0.013,37.902830,48003867,48003867
0.014,39.550780,51164799,51164799
0.014,41.198730,52078286,52078286
0.015,42.846680,55149787,55149787
0.015,44.494630,56062451,56062451
0.016,46.142580,59133952,59133952
0.017,47.790530,60045109,60045109
0.017,49.438480,63116610,63116610
0.018,51.086430,64027334,64027334
0.018,52.734380,67188266,67188266
0.019,54.382320,68098102,68098102
0.019,56.030270,71169603,71169603
0.020,57.678220,72079933,72079933
0.021,59.326170,75151434,75151434
0.021,60.974120,76063624,76063624
0.022,62.622070,79135125,79135125
0.022,64.270020,80048612,80048612
0.023,65.917970,83209544,83209544
0.024,67.565920,84124092,84124092
0.024,69.213870,87195593,87195593
0.025,70.861820,88111461,88111461
0.025,72.509770,91182962,91182962
0.026,74.157710,92099441,92099441
0.026,75.805660,95170942,95170942
0.027,77.453610,96087518,96087518
0.028,79.101560,99248450,99248450
0.028,80.749510,100165557,100165557
0.029,82.397460,103237058,103237058
0.029,84.045410,104153992,104153992
0.030,85.693360,107225493,107225493
0.030,87.341310,108140990,108140990
0.031,88.989260,111212491,111212491
0.032,90.637210,112126987,112126987
0.032,92.285160,115287919,115287919
0.033,93.933110,116202113,116202113
0.033,95.581050,119273614,119273614
0.034,97.229000,120187966,120187966
0.034,98.876950,123259467,123259467
0.035,100.524900,124174673,124174673
0.036,102.172900,127246174,127246174
0.036,103.820800,128162574,128162574
0.037,105.468800,131323506,131323506
0.037,107.116700,132240013,132240013
0.038,108.764600,135311514,135311514
0.038,110.412600,136227764,136227764
0.039,112.060500,139299265,139299265
0.040,113.708500,140214986,140214986
0.040,115.356400,143286487,143286487
0.041,117.004400,144201587,144201587
0.041,118.652300,147362519,147362519
0.042,120.300300,148276846,148276846
0.042,121.948200,151348347,151348347
0.043,123.596200,152261806,152261806
0.044,125.244100,155333307,155333307
0.044,126.892100,156245420,156245420
0.045,128.540000,159316921,159316921
0.045,130.188000,160227749,160227749
0.046,131.835900,163388681,163388681
0.046,133.483900,164298829,164298829
0.047,135.131800,167370330,167370330
0.048,136.779800,168280339,168280339
0.048,138.427700,171351840,171351840
0.049,140.075700,172262139,172262139
0.049,141.723600,175333640,175333640
0.050,143.371600,176244302,176244302
0.050,145.019500,179405234,179405234
0.051,146.667500,180315763,180315763
0.052,148.315400,183387264,183387264
0.052,149.963400,184297281,184297281
0.053,151.611300,187368782,187368782
0.053,153.259300,188278273,188278273
0.054,154.907200,191349774,191349774
0.054,156.555200,192258975,192258975
0.055,158.203100,195419907,195419907
0.056,159.851100,196328956,196328956
0.056,161.499000,199400457,199400457
0.057,163.147000,200309146,200309146
0.057,164.794900,203380647,203380647
0.058,166.442900,204288870,204288870
0.058,168.090800,207360371,207360371
0.059,169.738800,208268168,208268168
0.060,171.386700,211429100,211429100
0.060,173.034700,212336722,212336722
0.061,174.682600,215408223,215408223
0.061,176.330600,216316037,216316037
0.062,177.978500,219387538,219387538
0.062,179.626500,220295865,220295865
0.063,181.274400,223367366,223367366
0.064,182.922400,224276029,224276029
0.064,184.570300,227436961,227436961
0.065,186.218300,228345778,228345778
0.065,187.866200,231417279,231417279
0.066,189.514200,232326063,232326063
0.066,191.162100,235397564,235397564
0.067,192.810100,236306272,236306272
0.068,194.458000,239377773,239377773
0.068,196.106000,240286509,240286509
0.069,197.753900,243447441,243447441
0.069,199.401900,244356274,244356274
0.070,201.049800,247427775,247427775
0.071,202.697800,248336620,248336620
0.071,204.345700,251408121,251408121
0.072,205.993700,252316792,252316792
0.072,207.641600,255388293,255388293
0.073,209.289600,256296838,256296838
0.073,210.937500,259457770,259457770
0.074,212.585400,260366294,260366294
0.075,214.233400,263437795,263437795
0.075,215.881300,264346510,264346510
0.076,217.529300,267418011,267418011
0.076,219.177200,268327022,268327022
0.077,220.825200,271398523,271398523
0.077,222.473100,272307651,272307651
0.078,224.121100,275468583,275468583
0.079,225.769000,276377666,276377666
0.079,227.417000,279449167,279449167
0.080,229.064900,280358091,280358091
0.080,230.712900,283429595,283429595
