t,time_seconds,g_updates_total,particlesUpdated
0.000,0.000000,2998595,2998595
0.001,1.647949,3680759,3680759
0.001,3.295898,6492467,6492467
0.002,4.943848,7201974,7201974
0.002,6.591797,10109670,10109670
0.003,8.239746,10837990,10837990
0.003,9.887695,13650784,13650784
0.004,11.535640,14387725,14387725
0.005,13.183590,17386320,17386320
0.005,14.831540,18123263,18123263
0.006,16.479490,20936164,20936164
0.006,18.127440,21644641,21644641
0.007,19.775390,24552337,24552337
0.007,21.423340,25211999,25211999
0.008,23.071290,28024682,28024682
0.009,24.719240,28702638,28702638
0.009,26.367190,31701233,31701233
0.010,28.015140,32392364,32392364
0.010,29.663090,35205476,35205476
0.011,31.311040,35896612,35896612
0.011,32.958980,38804308,38804308
0.012,34.606930,39495514,39495514
0.013,36.254880,42320337,42320337
0.013,37.902830,43011807,43011807
0.014,39.550780,46010402,46010402
0.014,41.198730,46701931,46701931
0.015,42.846680,49562731,49562731
0.015,44.494630,50251074,50251074
0.016,46.142580,53158770,53158770
0.017,47.790530,53848114,53848114
0.017,49.438480,56723650,56723650
0.018,51.086430,57419654,57419654
0.018,52.734380,60418249,60418249
0.019,54.382320,61120001,61120001
0.019,56.030270,63996557,63996557
0.020,57.678220,64699177,64699177
0.021,59.326170,67606873,67606873
0.021,60.974120,68310077,68310077
0.022,62.622070,71186820,71186820
0.022,64.270020,71889973,71889973
0.023,65.917970,74888568,74888568
0.024,67.565920,75591856,75591856
0.024,69.213870,78468692,78468692
0.025,70.861820,79172001,79172001
0.025,72.509770,82079697,82079697
0.026,74.157710,82782203,82782203
0.026,75.805660,85659059,85659059
0.027,77.453610,86361143,86361143
0.028,79.101560,89359738,89359738
0.028,80.749510,90061727,90061727
0.029,82.397460,92938565,92938565
0.029,84.045410,93640967,93640967
0.030,85.693360,96548663,96548663
0.030,87.341310,97252230,97252230
0.031,88.989260,100128949,100128949
0.032,90.637210,100834249,100834249
0.032,92.285160,103832844,103832844
0.033,93.933110,104539047,104539047
0.033,95.581050,107415522,107415522
0.034,97.229000,108121900,108121900
0.034,98.876950,111029596,111029596
0.035,100.524900,111735638,111735638
0.036,102.172900,114611755,114611755
0.036,103.820800,115317316,115317316
0.037,105.468800,118315911,118315911
0.037,107.116700,119021277,119021277
0.038,108.764600,121896981,121896981
0.038,110.412600,122602420,122602420
0.039,112.060500,125510116,125510116
0.040,113.708500,126215001,126215001
0.040,115.356400,129090387,129090387
0.041,117.004400,129794434,129794434
0.041,118.652300,132793029,132793029
0.042,120.300300,133496321,133496321
0.042,121.948200,136371481,136371481
0.043,123.596200,137074288,137074288
0.044,125.244100,139981984,139981984
0.044,126.892100,140684785,140684785
0.045,128.540000,143559838,143559838
0.045,130.188000,144262892,144262892
0.046,131.835900,147261487,147261487
0.046,133.483900,147964494,147964494
0.047,135.131800,150839444,150839444
0.048,136.779800,151542035,151542035
0.048,138.427700,154449731,154449731
0.049,140.075700,155151585,155151585
0.049,141.723600,158026590,158026590
0.050,143.371600,158727783,158727783
0.050,145.019500,161726378,161726378
0.051,146.667500,162427230,162427230
0.052,148.315400,165302383,165302383
0.052,149.963400,166003131,166003131
0.053,151.611300,168910827,168910827
0.053,153.259300,169611356,169611356
0.054,154.907200,172486794,172486794
0.054,156.555200,173186927,173186927
0.055,158.203100,176185522,176185522
0.056,159.851100,176885345,176885345
0.056,161.499000,179761230,179761230
0.057,163.147000,180460821,180460821
0.057,164.794900,183368517,183368517
0.058,166.442900,184068095,184068095
0.058,168.090800,186944521,186944521
0.059,169.738800,187644277,187644277
0.060,171.386700,190642872,190642872
0.060,173.034700,191342626,191342626
0.061,174.682600,194219876,194219876
0.061,176.330600,194919328,194919328
0.062,177.978500,197827024,197827024
0.062,179.626500,198525995,198525995
0.063,181.274400,201404345,201404345
0.064,182.922400,202102958,202102958
0.064,184.570300,205101553,205101553
0.065,186.218300,205800030,205800030
0.065,187.866200,208679971,208679971
0.066,189.514200,209378548,209378548
0.066,191.162100,212286244,212286244
0.067,192.810100,212984974,212984974
0.068,194.458000,215867070,215867070
0.068,196.106000,216565890,216565890
0.069,197.753900,219564485,219564485
0.069,199.401900,220263346,220263346
0.070,201.049800,223148557,223148557
0.071,202.697800,223847511,223847511
0.071,204.345700,226755207,226755207
0.072,205.993700,227454508,227454508
0.072,207.641600,230343598,230343598
0.073,209.289600,231043291,231043291
0.073,210.937500,234041886,234041886
0.074,212.585400,234741783,234741783
0.075,214.233400,237635437,237635437
0.075,215.881300,238335223,238335223
0.076,217.529300,241242919,241242919
0.076,219.177200,241942409,241942409
0.077,220.825200,244840512,244840512
0.077,222.473100,245539696,245539696
0.078,224.121100,248538291,248538291
0.079,225.769000,249237343,249237343
0.079,227.417000,252139440,252139440
0.080,229.064900,252838511,252838511
0.080,230.712900,255746207,255746207
0.081,232.360800,256445557,256445557
0.081,234.008800,259350290,259350290
0.082,235.656700,260049957,260049957
0.083,237.304700,263048552,263048552
0.083,238.952600,263748731,263748731
0.084,240.600600,266655015,266655015
0.084,242.248500,267356027,267356027
0.085,243.896500,270263723,270263723
0.085,245.544400,270965859,270965859
0.086,247.192400,273872834,273872834
0.087,248.840300,274576180,274576180
0.087,250.488300,277574775,277574775
0.088,252.136200,278279154,278279154
0.088,253.784200,281186520,281186520
0.089,255.432100,281891282,281891282
0.089,257.080100,284798978,284798978
0.090,258.728000,285503639,285503639
0.091,260.376000,288411142,288411142
0.091,262.023900,289115218,289115218
0.092,263.671900,292113813,292113813
0.092,265.319800,292817385,292817385
0.093,266.967800,295724966,295724966
0.093,268.615700,296427962,296427962
0.094,270.263700,299335658,299335658
0.095,271.911600,300038266,300038266
0.095,273.559600,302945868,302945868
0.096,275.207500,303648118,303648118
0.096,276.855500,306646713,306646713
0.097,278.503400,307348694,307348694
0.097,280.151400,310256357,310256357
0.098,281.799300,310957999,310957999
0.099,283.447300,313865695,313865695
0.099,285.095200,314567183,314567183
0.100,286.743200,317474862,317474862
0.100,288.391100,318176341,318176341
0.101,290.039100,321174936,321174936
0.101,291.687000,321876294,321876294
0.102,293.335000,324783986,324783986
0.103,294.982900,325484860,325484860
0.103,296.630900,328392559,328392559
0.104,298.278800,329092963,329092963
0.104,299.926800,332000659,332000659
0.105,301.574700,332700673,332700673
0.105,303.222700,335699268,335699268
0.106,304.870600,336398644,336398644
0.107,306.518600,339306340,339306340
0.107,308.166500,340005315,340005315
0.108,309.814500,342913025,342913025
0.108,311.462400,343611804,343611804
0.109,313.110400,346519489,346519489
0.109,314.758300,347217919,347217919
0.110,316.406200,350216514,350216514
0.111,318.054200,350914789,350914789
0.111,319.702100,353822363,353822363
0.112,321.350100,354520429,354520429
0.112,322.998000,357428177,357428177
0.113,324.646000,358125998,358125998
0.113,326.293900,361017957,361017957
0.114,327.941900,361715611,361715611
0.115,329.589800,364714206,364714206
0.115,331.237800,365411793,365411793
0.116,332.885700,368267343,368267343
0.116,334.533700,368964761,368964761
0.117,336.181600,371872599,371872599
0.118,337.829600,372569748,372569748
0.118,339.477500,375417536,375417536
0.119,341.125500,376114349,376114349
0.119,342.773400,379112944,379112944
0.120,344.421400,379809468,379809468
0.120,346.069300,382656827,382656827
0.121,347.717300,383353163,383353163
0.122,349.365200,386261241,386261241
0.122,351.013200,386957445,386957445
0.123,352.661100,389804797,389804797
0.123,354.309100,390500900,390500900
0.124,355.957000,393499495,393499495
0.124,357.605000,394195549,394195549
0.125,359.252900,397042901,397042901
0.126,360.900900,397738877,397738877
0.126,362.548800,400647356,400647356
0.127,364.196800,401343272,401343272
0.127,365.844700,404190623,404190623
0.128,367.492700,404886460,404886460
0.128,369.140600,407885055,407885055
0.129,370.788600,408580831,408580831
0.130,372.436500,411428183,411428183
0.130,374.084500,412123789,412123789
0.131,375.732400,415032825,415032825
0.131,377.380400,415728248,415728248
0.132,379.028300,418575598,418575598
0.132,380.676300,419270826,419270826
0.133,382.324200,422269421,422269421
0.134,383.972200,422964541,422964541
0.134,385.620100,425811885,425811885
0.135,387.268100,426506922,426506922
0.135,388.916000,429416560,429416560
0.136,390.564000,430111588,430111588
0.136,392.211900,432958924,432958924
0.137,393.859900,433654006,433654006
0.138,395.507800,436652601,436652601
0.138,397.155800,437347771,437347771
0.139,398.803700,440195079,440195079
0.139,400.451700,440890378,440890378
0.140,402.099600,443800193,443800193
0.140,403.747600,444495640,444495640
0.141,405.395500,447342863,447342863
0.142,407.043500,448038462,448038462
0.142,408.691400,451037057,451037057
0.143,410.339400,451732760,451732760
0.143,411.987300,454580512,454580512
0.144,413.635300,455276382,455276382
0.144,415.283200,458185721,458185721
0.145,416.931200,458881686,458881686
0.146,418.579100,461733264,461733264
0.146,420.227100,462429252,462429252
0.147,421.875000,465427847,465427847
0.147,423.522900,466123846,466123846
0.148,425.170900,468984386,468984386
0.148,426.818800,469680382,469680382
0.149,428.466800,472589171,472589171
0.150,430.114700,473285187,473285187
0.150,431.762700,476146367,476146367
0.151,433.410600,476842442,476842442
0.151,435.058600,479841037,479841037
0.152,436.706500,480537137,480537137
0.152,438.354500,483387450,483387450
0.153,440.002400,484083607,484083607
0.154,441.650400,486992272,486992272
0.154,443.298300,487688498,487688498
0.155,444.946300,490538504,490538504
0.155,446.594200,491234931,491234931
0.156,448.242200,494233526,494233526
0.156,449.890100,494930136,494930136
0.157,451.538100,497784770,497784770
0.158,453.186000,498481566,498481566
0.158,454.834000,501390419,501390419
0.159,456.481900,502087337,502087337
0.159,458.129900,504949386,504949386
0.160,459.777800,505646355,505646355
0.161,461.425800,508644950,508644950
0.161,463.073700,509341917,509341917
0.162,464.721700,512209846,512209846
0.162,466.369600,512906790,512906790
0.163,468.017600,515816019,515816019
0.163,469.665500,516512924,516512924
0.164,471.313500,519388331,519388331
0.165,472.961400,520085200,520085200
0.165,474.609400,523083795,523083795
0.166,476.257300,523780671,523780671
0.166,477.905300,526665598,526665598
0.167,479.553200,527362538,527362538
0.167,481.201200,530272546,530272546
0.168,482.849100,530969579,530969579
0.169,484.497100,533858900,533858900
0.169,486.145000,534556075,534556075
0.170,487.793000,537554670,537554670
0.170,489.440900,538251982,538251982
0.171,491.088900,541142943,541142943
0.171,492.736800,541840386,541840386
0.172,494.384800,544761624,544761624
0.173,496.032700,545459163,545459163
0.173,497.680700,548346725,548346725
0.174,499.328600,549044345,549044345
0.174,500.976600,552042940,552042940
0.175,502.624500,552740516,552740516
0.175,504.272500,555622612,555622612
0.176,505.920400,556320199,556320199
0.177,507.568400,559266078,559266078
0.177,509.216300,559963649,559963649
0.178,510.864300,562841205,562841205
0.178,512.512200,563538656,563538656
0.179,514.160200,566537251,566537251
0.179,515.808100,567234672,567234672
0.180,517.456100,570112466,570112466
0.181,519.104000,570809871,570809871
0.181,520.752000,573754061,573754061
0.182,522.399900,574451512,574451512
0.182,524.047900,577330791,577330791
0.183,525.695800,578028324,578028324
0.183,527.343800,581026919,581026919
0.184,528.991700,581724520,581724520
0.185,530.639600,584604726,584604726
0.185,532.287600,585302425,585302425
0.186,533.935500,588236753,588236753
0.186,535.583500,588934550,588934550
0.187,537.231400,591814663,591814663
0.187,538.879400,592512513,592512513
0.188,540.527300,595511108,595511108
0.189,542.175300,596209053,596209053
0.189,543.823200,599088151,599088151
0.190,545.471200,599786148,599786148
0.190,547.119100,602719979,602719979
0.191,548.767100,603417951,603417951
0.191,550.415000,606294999,606294999
0.192,552.063000,606992946,606992946
0.193,553.710900,609991541,609991541
0.193,555.358900,610689486,610689486
0.194,557.006800,613563493,613563493
0.194,558.654800,614261428,614261428
0.195,560.302700,617196463,617196463
0.195,561.950700,617894376,617894376
0.196,563.598600,620765246,620765246
0.197,565.246600,621463174,621463174
0.197,566.894500,624461769,624461769
0.198,568.542500,625159771,625159771
0.198,570.190400,628028684,628028684
0.199,571.838400,628726755,628726755
0.199,573.486300,631661853,631661853
0.200,575.134300,632360060,632360060
0.201,576.782200,635229089,635229089
0.201,578.430200,635927381,635927381
0.202,580.078100,638925976,638925976
0.202,581.726100,639624343,639624343
0.203,583.374000,642495483,642495483
0.203,585.022000,643193898,643193898
0.204,586.669900,646129779,646129779
0.205,588.317900,646828233,646828233
0.205,589.965800,649701341,649701341
0.206,591.613800,650399720,650399720
0.206,593.261700,653398315,653398315
0.207,594.909700,654096666,654096666
0.208,596.557600,656971018,656971018
0.208,598.205600,657669343,657669343
0.209,599.853500,660608275,660608275
0.209,601.501500,661306501,661306501
0.210,603.149400,664181599,664181599
0.210,604.797400,664879798,664879798
0.211,606.445300,667878393,667878393
0.212,608.093300,668576529,668576529
0.212,609.741200,671452162,671452162
0.213,611.389200,672150280,672150280
0.213,613.037100,675095450,675095450
0.214,614.685100,675793524,675793524
0.214,616.333000,678669517,678669517
0.215,617.981000,679367591,679367591
0.216,619.628900,682366186,682366186
0.216,621.276900,683064188,683064188
0.217,622.924800,685940349,685940349
0.217,624.572800,686638217,686638217
0.218,626.220700,689588901,689588901
0.218,627.868700,690286518,690286518
0.219,629.516600,693162681,693162681
0.220,631.164600,693859901,693859901
0.220,632.812500,696858496,696858496
0.221,634.460400,697555181,697555181
0.221,636.108400,700431016,700431016
0.222,637.756300,701126961,701126961
0.222,639.404300,704080083,704080083
0.223,641.052200,704775211,704775211
0.224,642.700200,707650291,707650291
0.224,644.348100,708344472,708344472
0.225,645.996100,711343067,711343067
0.225,647.644000,712036382,712036382
0.226,649.292000,714910226,714910226
0.226,650.939900,715602952,715602952
0.227,652.587900,718557486,718557486
0.228,654.235800,719249808,719249808
0.228,655.883800,722122151,722122151
0.229,657.531700,722814375,722814375
0.229,659.179700,725812970,725812970
0.230,660.827600,726505141,726505141
0.230,662.475600,729375985,729375985
0.231,664.123500,730068226,730068226
0.232,665.771500,733024407,733024407
0.232,667.419400,733716621,733716621
0.233,669.067400,736586544,736586544
0.233,670.715300,737278788,737278788
0.234,672.363300,740277383,740277383
0.234,674.011200,740969705,740969705
0.235,675.659200,743839148,743839148
0.236,677.307100,744531571,744531571
0.236,678.955100,747489900,747489900
0.237,680.603000,748182425,748182425
0.237,682.251000,751052201,751052201
0.238,683.898900,751744825,751744825
0.238,685.546900,754743420,754743420
0.239,687.194800,755436147,755436147
0.240,688.842800,758306727,758306727
0.240,690.490700,758999623,758999623
0.241,692.138700,761960419,761960419
0.241,693.786600,762653460,762653460
0.242,695.434600,765525083,765525083
0.242,697.082500,766218255,766218255
0.243,698.730500,769216850,769216850
0.244,700.378400,769910135,769910135
0.244,702.026400,772782650,772782650
0.245,703.674300,773476073,773476073
0.245,705.322300,776439505,776439505
0.246,706.970200,777133059,777133059
0.246,708.618200,780006313,780006313
0.247,710.266100,780699965,780699965
0.248,711.914100,783698560,783698560
0.248,713.562000,784392356,784392356
0.249,715.210000,787266248,787266248
0.249,716.857900,787960172,787960172
0.250,718.505900,790925925,790925925
0.250,720.153800,791619976,791619976
0.251,721.801800,794494373,794494373
0.252,723.449700,795188514,795188514
0.252,725.097700,798187109,798187109
0.253,726.745600,798881335,798881335
0.253,728.393600,801756021,801756021
0.254,730.041500,802450332,802450332
0.255,731.689500,805417840,805417840
0.255,733.337400,806112224,806112224
0.256,734.985400,808987213,808987213
0.256,736.633300,809681674,809681674
0.257,738.281200,812680269,812680269
0.257,739.929200,813374795,813374795
0.258,741.577100,816249940,816249940
0.259,743.225100,816944509,816944509
0.259,744.873000,819913630,819913630
