t,time_seconds,g_updates_total,particlesUpdated
0.000,0.000000,2998595,2998595
0.001,1.647949,3680759,3680759
0.001,3.295898,6492467,6492467
0.002,4.943848,7201975,7201975
0.002,6.591797,10109671,10109671
0.003,8.239746,10837991,10837991
0.003,9.887695,13650783,13650783
0.004,11.535640,14387724,14387724
0.005,13.183590,17386319,17386319
0.005,14.831540,18123262,18123262
0.006,16.479490,20936165,20936165
0.006,18.127440,21644642,21644642
0.007,19.775390,24552338,24552338
0.007,21.423340,25212000,25212000
0.008,23.071290,28024681,28024681
0.009,24.719240,28702638,28702638
0.009,26.367190,31701233,31701233
0.010,28.015140,32392364,32392364
0.010,29.663090,35205475,35205475
0.011,31.311040,35896611,35896611
0.011,32.958980,38804307,38804307
0.012,34.606930,39495513,39495513
0.013,36.254880,42320334,42320334
0.013,37.902830,43011804,43011804
0.014,39.550780,46010399,46010399
0.014,41.198730,46701927,46701927
0.015,42.846680,49562715,49562715
0.015,44.494630,50251058,50251058
0.016,46.142580,53158754,53158754
0.017,47.790530,53848100,53848100
0.017,49.438480,56723642,56723642
0.018,51.086430,57419647,57419647
0.018,52.734380,60418242,60418242
0.019,54.382320,61119997,61119997
0.019,56.030270,63996555,63996555
0.020,57.678220,64699179,64699179
0.021,59.326170,67606875,67606875
0.021,60.974120,68310082,68310082
0.022,62.622070,71186825,71186825
0.022,64.270020,71889979,71889979
0.023,65.917970,74888574,74888574
0.024,67.565920,75591861,75591861
0.024,69.213870,78468697,78468697
0.025,70.861820,79172007,79172007
0.025,72.509770,82079703,82079703
0.026,74.157710,82782209,82782209
0.026,75.805660,85659065,85659065
0.027,77.453610,86361148,86361148
0.028,79.101560,89359743,89359743
0.028,80.749510,90061734,90061734
0.029,82.397460,92938572,92938572
0.029,84.045410,93640976,93640976
0.030,85.693360,96548672,96548672
0.030,87.341310,97252240,97252240
0.031,88.989260,100128958,100128958
0.032,90.637210,100834258,100834258
0.032,92.285160,103832853,103832853
0.033,93.933110,104539055,104539055
0.033,95.581050,107415529,107415529
0.034,97.229000,108121907,108121907
0.034,98.876950,111029603,111029603
0.035,100.524900,111735645,111735645
0.036,102.172900,114611765,114611765
0.036,103.820800,115317323,115317323
0.037,105.468800,118315918,118315918
0.037,107.116700,119021281,119021281
0.038,108.764600,121896985,121896985
0.038,110.412600,122602424,122602424
0.039,112.060500,125510120,125510120
0.040,113.708500,126215006,126215006
0.040,115.356400,129090392,129090392
0.041,117.004400,129794437,129794437
0.041,118.652300,132793032,132793032
0.042,120.300300,133496323,133496323
0.042,121.948200,136371485,136371485
0.043,123.596200,137074293,137074293
0.044,125.244100,139981989,139981989
0.044,126.892100,140684791,140684791
0.045,128.540000,143559847,143559847
0.045,130.188000,144262900,144262900
0.046,131.835900,147261495,147261495
0.046,133.483900,147964503,147964503
0.047,135.131800,150839455,150839455
0.048,136.779800,151542046,151542046
0.048,138.427700,154449742,154449742
0.049,140.075700,155151594,155151594
0.049,141.723600,158026601,158026601
0.050,143.371600,158727795,158727795
0.050,145.019500,161726390,161726390
0.051,146.667500,162427239,162427239
0.052,148.315400,165302394,165302394
0.052,149.963400,166003140,166003140
0.053,151.611300,168910836,168910836
0.053,153.259300,169611365,169611365
0.054,154.907200,172486797,172486797
0.054,156.555200,173186926,173186926
0.055,158.203100,176185521,176185521
0.056,159.851100,176885345,176885345
0.056,161.499000,179761228,179761228
0.057,163.147000,180460816,180460816
0.057,164.794900,183368512,183368512
0.058,166.442900,184068086,184068086
0.058,168.090800,186944512,186944512
0.059,169.738800,187644267,187644267
0.060,171.386700,190642862,190642862
0.060,173.034700,191342614,191342614
0.061,174.682600,194219873,194219873
0.061,176.330600,194919324,194919324
0.062,177.978500,197827020,197827020
0.062,179.626500,198525990,198525990
0.063,181.274400,201404346,201404346
0.064,182.922400,202102956,202102956
0.064,184.570300,205101551,205101551
0.065,186.218300,205800029,205800029
0.065,187.866200,208679969,208679969
0.066,189.514200,209378545,209378545
0.066,191.162100,212286241,212286241
0.067,192.810100,212984970,212984970
0.068,194.458000,215867072,215867072
0.068,196.106000,216565889,216565889
0.069,197.753900,219564484,219564484
0.069,199.401900,220263342,220263342
0.070,201.049800,223148555,223148555
0.071,202.697800,223847504,223847504
0.071,204.345700,226755200,226755200
0.072,205.993700,227454496,227454496
0.072,207.641600,230343592,230343592
0.073,209.289600,231043283,231043283
0.073,210.937500,234041878,234041878
0.074,212.585400,234741775,234741775
0.075,214.233400,237635426,237635426
0.075,215.881300,238335209,238335209
0.076,217.529300,241242905,241242905
0.076,219.177200,241942394,241942394
0.077,220.825200,244840494,244840494
0.077,222.473100,245539674,245539674
0.078,224.121100,248538269,248538269
0.079,225.769000,249237322,249237322
0.079,227.417000,252139420,252139420
0.080,229.064900,252838490,252838490
0.080,230.712900,255746186,255746186
0.081,232.360800,256445537,256445537
0.081,234.008800,259350270,259350270
0.082,235.656700,260049939,260049939
0.083,237.304700,263048534,263048534
0.083,238.952600,263748712,263748712
0.084,240.600600,266654994,266654994
0.084,242.248500,267356000,267356000
0.085,243.896500,270263696,270263696
0.085,245.544400,270965826,270965826
0.086,247.192400,273872798,273872798
0.087,248.840300,274576146,274576146
0.087,250.488300,277574741,277574741
0.088,252.136200,278279113,278279113
0.088,253.784200,281186477,281186477
0.089,255.432100,281891235,281891235
0.089,257.080100,284798931,284798931
0.090,258.728000,285503589,285503589
0.091,260.376000,288411092,288411092
0.091,262.023900,289115163,289115163
0.092,263.671900,292113758,292113758
0.092,265.319800,292817333,292817333
0.093,266.967800,295724914,295724914
0.093,268.615700,296427911,296427911
0.094,270.263700,299335607,299335607
0.095,271.911600,300038210,300038210
0.095,273.559600,302945811,302945811
0.096,275.207500,303648061,303648061
0.096,276.855500,306646656,306646656
0.097,278.503400,307348634,307348634
0.097,280.151400,310256297,310256297
0.098,281.799300,310957938,310957938
0.099,283.447300,313865634,313865634
0.099,285.095200,314567127,314567127
0.100,286.743200,317474806,317474806
0.100,288.391100,318176287,318176287
0.101,290.039100,321174882,321174882
0.101,291.687000,321876243,321876243
0.102,293.335000,324783935,324783935
0.103,294.982900,325484808,325484808
0.103,296.630900,328392507,328392507
0.104,298.278800,329092916,329092916
0.104,299.926800,332000612,332000612
0.105,301.574700,332700625,332700625
0.105,303.222700,335699220,335699220
0.106,304.870600,336398593,336398593
0.107,306.518600,339306289,339306289
0.107,308.166500,340005265,340005265
0.108,309.814500,342912975,342912975
0.108,311.462400,343611755,343611755
0.109,313.110400,346519440,346519440
0.109,314.758300,347217867,347217867
0.110,316.406200,350216462,350216462
0.111,318.054200,350914733,350914733
0.111,319.702100,353822310,353822310
0.112,321.350100,354520379,354520379
0.112,322.998000,357428125,357428125
0.113,324.646000,358125953,358125953
0.113,326.293900,361017907,361017907
0.114,327.941900,361715560,361715560
0.115,329.589800,364714155,364714155
0.115,331.237800,365411747,365411747
0.116,332.885700,368267298,368267298
0.116,334.533700,368964714,368964714
0.117,336.181600,371872550,371872550
0.118,337.829600,372569699,372569699
0.118,339.477500,375417486,375417486
0.119,341.125500,376114302,376114302
0.119,342.773400,379112897,379112897
0.120,344.421400,379809424,379809424
0.120,346.069300,382656783,382656783
0.121,347.717300,383353119,383353119
0.122,349.365200,386261200,386261200
0.122,351.013200,386957408,386957408
0.123,352.661100,389804760,389804760
0.123,354.309100,390500862,390500862
0.124,355.957000,393499457,393499457
0.124,357.605000,394195511,394195511
0.125,359.252900,397042863,397042863
0.126,360.900900,397738843,397738843
0.126,362.548800,400647321,400647321
0.127,364.196800,401343238,401343238
0.127,365.844700,404190588,404190588
0.128,367.492700,404886428,404886428
0.128,369.140600,407885023,407885023
0.129,370.788600,408580798,408580798
0.130,372.436500,411428150,411428150
0.130,374.084500,412123757,412123757
0.131,375.732400,415032794,415032794
0.131,377.380400,415728217,415728217
0.132,379.028300,418575567,418575567
0.132,380.676300,419270801,419270801
0.133,382.324200,422269396,422269396
0.134,383.972200,422964516,422964516
0.134,385.620100,425811860,425811860
0.135,387.268100,426506900,426506900
0.135,388.916000,429416546,429416546
0.136,390.564000,430111575,430111575
0.136,392.211900,432958912,432958912
0.137,393.859900,433653997,433653997
0.138,395.507800,436652592,436652592
0.138,397.155800,437347760,437347760
0.139,398.803700,440195068,440195068
0.139,400.451700,440890365,440890365
0.140,402.099600,443800179,443800179
0.140,403.747600,444495636,444495636
0.141,405.395500,447342859,447342859
0.142,407.043500,448038457,448038457
0.142,408.691400,451037052,451037052
0.143,410.339400,451732757,451732757
0.143,411.987300,454580511,454580511
0.144,413.635300,455276382,455276382
0.144,415.283200,458185724,458185724
0.145,416.931200,458881690,458881690
0.146,418.579100,461733271,461733271
0.146,420.227100,462429265,462429265
0.147,421.875000,465427860,465427860
0.147,423.522900,466123857,466123857
0.148,425.170900,468984408,468984408
0.148,426.818800,469680401,469680401
0.149,428.466800,472589195,472589195
0.150,430.114700,473285207,473285207
0.150,431.762700,476146388,476146388
0.151,433.410600,476842467,476842467
0.151,435.058600,479841062,479841062
0.152,436.706500,480537166,480537166
0.152,438.354500,483387496,483387496
0.153,440.002400,484083654,484083654
0.154,441.650400,486992324,486992324
0.154,443.298300,487688553,487688553
0.155,444.946300,490538533,490538533
0.155,446.594200,491234950,491234950
0.156,448.242200,494233545,494233545
0.156,449.890100,494930153,494930153
0.157,451.538100,497784777,497784777
0.158,453.186000,498481572,498481572
0.158,454.834000,501390422,501390422
0.159,456.481900,502087338,502087338
0.159,458.129900,504949391,504949391
0.160,459.777800,505646364,505646364
0.161,461.425800,508644959,508644959
0.161,463.073700,509341922,509341922
0.162,464.721700,512209842,512209842
0.162,466.369600,512906797,512906797
0.163,468.017600,515816015,515816015
0.163,469.665500,516512921,516512921
0.164,471.313500,519388314,519388314
0.165,472.961400,520085184,520085184
0.165,474.609400,523083779,523083779
0.166,476.257300,523780660,523780660
0.166,477.905300,526665573,526665573
0.167,479.553200,527362510,527362510
0.167,481.201200,530272524,530272524
0.168,482.849100,530969560,530969560
0.169,484.497100,533858876,533858876
0.169,486.145000,534556047,534556047
0.170,487.793000,537554642,537554642
0.170,489.440900,538251950,538251950
0.171,491.088900,541142916,541142916
0.171,492.736800,541840352,541840352
0.172,494.384800,544761594,544761594
0.173,496.032700,545459137,545459137
0.173,497.680700,548346714,548346714
0.174,499.328600,549044342,549044342
0.174,500.976600,552042937,552042937
0.175,502.624500,552740511,552740511
0.175,504.272500,555622622,555622622
0.176,505.920400,556320207,556320207
0.177,507.568400,559266081,559266081
0.177,509.216300,559963650,559963650
0.178,510.864300,562841201,562841201
0.178,512.512200,563538653,563538653
0.179,514.160200,566537248,566537248
0.179,515.808100,567234670,567234670
0.180,517.456100,570112463,570112463
0.181,519.104000,570809863,570809863
0.181,520.752000,573754028,573754028
0.182,522.399900,574451481,574451481
0.182,524.047900,577330767,577330767
0.183,525.695800,578028297,578028297
0.183,527.343800,581026892,581026892
0.184,528.991700,581724491,581724491
0.185,530.639600,584604694,584604694
0.185,532.287600,585302401,585302401
0.186,533.935500,588236748,588236748
0.186,535.583500,588934549,588934549
0.187,537.231400,591814670,591814670
0.187,538.879400,592512525,592512525
0.188,540.527300,595511120,595511120
0.189,542.175300,596209065,596209065
0.189,543.823200,599088149,599088149
0.190,545.471200,599786145,599786145
0.190,547.119100,602719966,602719966
0.191,548.767100,603417942,603417942
0.191,550.415000,606294990,606294990
0.192,552.063000,606992931,606992931
0.193,553.710900,609991526,609991526
0.193,555.358900,610689464,610689464
0.194,557.006800,613563460,613563460
0.194,558.654800,614261399,614261399
0.195,560.302700,617196456,617196456
0.195,561.950700,617894374,617894374
0.196,563.598600,620765252,620765252
0.197,565.246600,621463174,621463174
0.197,566.894500,624461769,624461769
0.198,568.542500,625159767,625159767
0.198,570.190400,628028687,628028687
0.199,571.838400,628726753,628726753
0.199,573.486300,631661860,631661860
0.200,575.134300,632360069,632360069
0.201,576.782200,635229091,635229091
0.201,578.430200,635927375,635927375
0.202,580.078100,638925970,638925970
0.202,581.726100,639624334,639624334
0.203,583.374000,642495462,642495462
0.203,585.022000,643193867,643193867
0.204,586.669900,646129746,646129746
0.205,588.317900,646828196,646828196
0.205,589.965800,649701316,649701316
0.206,591.613800,650399693,650399693
0.206,593.261700,653398288,653398288
0.207,594.909700,654096639,654096639
0.208,596.557600,656970984,656970984
0.208,598.205600,657669303,657669303
0.209,599.853500,660608237,660608237
0.209,601.501500,661306459,661306459
0.210,603.149400,664181552,664181552
0.210,604.797400,664879760,664879760
0.211,606.445300,667878355,667878355
0.212,608.093300,668576489,668576489
0.212,609.741200,671452117,671452117
0.213,611.389200,672150241,672150241
0.213,613.037100,675095406,675095406
0.214,614.685100,675793475,675793475
0.214,616.333000,678669472,678669472
0.215,617.981000,679367537,679367537
0.216,619.628900,682366132,682366132
0.216,621.276900,683064119,683064119
0.217,622.924800,685940276,685940276
0.217,624.572800,686638129,686638129
0.218,626.220700,689588811,689588811
0.218,627.868700,690286428,690286428
0.219,629.516600,693162601,693162601
0.220,631.164600,693859827,693859827
0.220,632.812500,696858422,696858422
0.221,634.460400,697555115,697555115
0.221,636.108400,700430948,700430948
0.222,637.756300,701126889,701126889
0.222,639.404300,704080027,704080027
0.223,641.052200,704775157,704775157
0.224,642.700200,707650218,707650218
0.224,644.348100,708344404,708344404
0.225,645.996100,711342999,711342999
0.225,647.644000,712036309,712036309
0.226,649.292000,714910148,714910148
0.226,650.939900,715602861,715602861
0.227,652.587900,718557383,718557383
0.228,654.235800,719249703,719249703
0.228,655.883800,722122036,722122036
0.229,657.531700,722814276,722814276
0.229,659.179700,725812871,725812871
0.230,660.827600,726505044,726505044
0.230,662.475600,729375891,729375891
0.231,664.123500,730068132,730068132
0.232,665.771500,733024320,733024320
0.232,667.419400,733716529,733716529
0.233,669.067400,736586457,736586457
0.233,670.715300,737278693,737278693
0.234,672.363300,740277288,740277288
0.234,674.011200,740969609,740969609
0.235,675.659200,743839058,743839058
0.236,677.307100,744531476,744531476
0.236,678.955100,747489806,747489806
0.237,680.603000,748182328,748182328
0.237,682.251000,751052102,751052102
0.238,683.898900,751744727,751744727
0.238,685.546900,754743322,754743322
0.239,687.194800,755436052,755436052
0.240,688.842800,758306630,758306630
0.240,690.490700,758999526,758999526
0.241,692.138700,761960314,761960314
0.241,693.786600,762653353,762653353
0.242,695.434600,765524989,765524989
0.242,697.082500,766218160,766218160
0.243,698.730500,769216755,769216755
0.244,700.378400,769910036,769910036
0.244,702.026400,772782528,772782528
0.245,703.674300,773475948,773475948
0.245,705.322300,776439391,776439391
0.246,706.970200,777132947,777132947
0.246,708.618200,780006210,780006210
0.247,710.266100,780699861,780699861
0.248,711.914100,783698456,783698456
0.248,713.562000,784392256,784392256
0.249,715.210000,787266141,787266141
0.249,716.857900,787960063,787960063
0.250,718.505900,790925816,790925816
0.250,720.153800,791619861,791619861
0.251,721.801800,794494260,794494260
0.252,723.449700,795188396,795188396
0.252,725.097700,798186991,798186991
0.253,726.745600,798881206,798881206
0.253,728.393600,801755889,801755889
0.254,730.041500,802450196,802450196
0.255,731.689500,805417697,805417697
0.255,733.337400,806112090,806112090
0.256,734.985400,808987081,808987081
0.256,736.633300,809681542,809681542
0.257,738.281200,812680137,812680137
0.257,739.929200,813374667,813374667
0.258,741.577100,816249798,816249798
0.259,743.225100,816944368,816944368
0.259,744.873000,819913493,819913493
