t,time_seconds,g_updates_total,particlesUpdated
0.000,0.000000,3041425,3041425
0.001,1.647949,3985304,3985304
0.001,3.295898,6903338,6903338
0.002,4.943848,7847217,7847217
0.002,6.591797,10808135,10808135
0.003,8.239746,11779534,11779534
0.003,9.887695,14700446,14700446
0.004,11.535640,15673389,15673389
0.005,13.183590,18714814,18714814
0.005,14.831540,19687927,19687927
0.006,16.479490,22609769,22609769
0.006,18.127440,23590254,23590254
0.007,19.775390,26551172,26551172
0.007,21.423340,27541672,27541672
0.008,23.071290,30463639,30463639
0.009,24.719240,31456938,31456938
0.009,26.367190,34498363,34498363
0.010,28.015140,35490305,35490305
0.010,29.663090,38413993,38413993
0.011,31.311040,39411209,39411209
0.011,32.958980,42372127,42372127
0.012,34.606930,43376517,43376517
0.013,36.254880,46304217,46304217
0.013,37.902830,47313842,47313842
0.014,39.550780,50355267,50355267
0.014,41.198730,51368457,51368457
0.015,42.846680,54296316,54296316
0.015,44.494630,55308013,55308013
0.016,46.142580,58268931,58268931
0.017,47.790530,59278841,59278841
0.017,49.438480,62207526,62207526
0.018,51.086430,63216811,63216811
0.018,52.734380,66258236,66258236
0.019,54.382320,67266875,67266875
0.019,56.030270,70196645,70196645
0.020,57.678220,71205154,71205154
0.021,59.326170,74166072,74166072
0.021,60.974120,75173606,75173606
0.022,62.622070,78098393,78098393
0.022,64.270020,79104835,79104835
0.023,65.917970,82146260,82146260
0.024,67.565920,83151616,83151616
0.024,69.213870,86076019,86076019
0.025,70.861820,87080865,87080865
0.025,72.509770,90041783,90041783
0.026,74.157710,91045211,91045211
0.026,75.805660,93969617,93969617
0.027,77.453610,94973140,94973140
0.028,79.101560,98014565,98014565
0.028,80.749510,99017713,99017713
0.029,82.397460,101942878,101942878
0.029,84.045410,102944156,102944156
0.030,85.693360,105905074,105905074
0.030,87.341310,106904724,106904724
0.031,88.989260,109838250,109838250
0.032,90.637210,110836453,110836453
0.032,92.285160,113877878,113877878
0.033,93.933110,114874902,114874902
0.033,95.581050,117812297,117812297
0.034,97.229000,118808478,118808478
0.034,98.876950,121769396,121769396
0.035,100.524900,122765384,122765384
0.036,102.172900,125704767,125704767
0.036,103.820800,126699813,126699813
0.037,105.468800,129741238,129741238
0.037,107.116700,130734953,130734953
0.038,108.764600,133674784,133674784
0.038,110.412600,134667578,134667578
0.039,112.060500,137628496,137628496
0.040,113.708500,138620677,138620677
0.040,115.356400,141560552,141560552
0.041,117.004400,142552398,142552398
0.041,118.652300,145593823,145593823
0.042,120.300300,146585057,146585057
0.042,121.948200,149524938,149524938
0.043,123.596200,150514532,150514532
0.044,125.244100,153475450,153475450
0.044,126.892100,154463089,154463089
0.045,128.540000,157402966,157402966
0.045,130.188000,158389094,158389094
0.046,131.835900,161430519,161430519
0.046,133.483900,162416140,162416140
0.047,135.131800,165355976,165355976
0.048,136.779800,166341567,166341567
0.048,138.427700,169302485,169302485
0.049,140.075700,170288046,170288046
0.049,141.723600,173227477,173227477
0.050,143.371600,174212516,174212516
0.050,145.019500,177253941,177253941
0.051,146.667500,178238086,178238086
0.052,148.315400,181176391,181176391
0.052,149.963400,182159986,182159986
0.053,151.611300,185120904,185120904
0.053,153.259300,186104446,186104446
0.054,154.907200,189041492,189041492
0.054,156.555200,190025137,190025137
0.055,158.203100,193066562,193066562
0.056,159.851100,194049972,194049972
0.056,161.499000,196986330,196986330
0.057,163.147000,197968943,197968943
0.057,164.794900,200929861,200929861
0.058,166.442900,201911784,201911784
0.058,168.090800,204849249,204849249
0.059,169.738800,205831041,205831041
0.060,171.386700,208872466,208872466
0.060,173.034700,209854923,209854923
0.061,174.682600,212793539,212793539
0.061,176.330600,213776932,213776932
0.062,177.978500,216737850,216737850
0.062,179.626500,217721832,217721832
0.063,181.274400,220661057,220661057
0.064,182.922400,221645211,221645211
0.064,184.570300,224686636,224686636
0.065,186.218300,225670607,225670607
0.065,187.866200,228606413,228606413
0.066,189.514200,229590387,229590387
0.066,191.162100,232551305,232551305
0.067,192.810100,233535745,233535745
0.068,194.458000,236457304,236457304
0.068,196.106000,237442213,237442213
0.069,197.753900,240483638,240483638
0.069,199.401900,241468532,241468532
0.070,201.049800,244389440,244389440
0.071,202.697800,245373963,245373963
0.071,204.345700,248334881,248334881
0.072,205.993700,249319113,249319113
0.072,207.641600,252240264,252240264
0.073,209.289600,253224664,253224664
0.073,210.937500,256266089,256266089
0.074,212.585400,257251063,257251063
0.075,214.233400,260172099,260172099
0.075,215.881300,261157551,261157551
0.076,217.529300,264118469,264118469
0.076,219.177200,265104040,265104040
0.077,220.825200,268024832,268024832
0.077,222.473100,269010287,269010287
0.078,224.121100,272051712,272051712
0.079,225.769000,273036913,273036913
0.079,227.417000,275957423,275957423
0.080,229.064900,276942581,276942581
0.080,230.712900,279903500,279903500
0.081,232.360800,280888833,280888833
0.081,234.008800,283809249,283809249
0.082,235.656700,284794717,284794717
0.083,237.304700,287836142,287836142
0.083,238.952600,288821410,288821410
0.084,240.600600,291741990,291741990
0.084,242.248500,292726891,292726891
0.085,243.896500,295687826,295687826
0.085,245.544400,296672687,296672687
0.086,247.192400,299593536,299593536
0.087,248.840300,300578506,300578506
0.087,250.488300,303619931,303619931
0.088,252.136200,304605314,304605314
0.088,253.784200,307526320,307526320
0.089,255.432100,308512082,308512082
0.089,257.080100,311473063,311473063
0.090,258.728000,312458886,312458886
0.091,260.376000,315379991,315379991
0.091,262.023900,316365667,316365667
0.092,263.671900,319407092,319407092
0.092,265.319800,320392642,320392642
0.093,266.967800,323313822,323313822
0.093,268.615700,324299409,324299409
0.094,270.263700,327260498,327260498
0.095,271.911600,328246106,328246106
0.095,273.559600,331167300,331167300
0.096,275.207500,332152973,332152973
0.096,276.855500,335194398,335194398
0.097,278.503400,336179925,336179925
0.097,280.151400,339100642,339100642
0.098,281.799300,340085961,340085961
0.099,283.447300,343047270,343047270
0.099,285.095200,344032590,344032590
0.100,286.743200,346950904,346950904
0.100,288.391100,347936301,347936301
0.101,290.039100,350977726,350977726
0.101,291.687000,351963304,351963304
0.102,293.335000,354878543,354878543
0.103,294.982900,355864222,355864222
0.103,296.630900,358825975,358825975
0.104,298.278800,359811506,359811506
0.104,299.926800,362726022,362726022
0.105,301.574700,363711466,363711466
0.105,303.222700,366752891,366752891
0.106,304.870600,367738216,367738216
0.107,306.518600,370654914,370654914
0.107,308.166500,371640105,371640105
0.108,309.814500,374602594,374602594
0.108,311.462400,375587665,375587665
0.109,313.110400,378507910,378507910
0.109,314.758300,379492770,379492770
0.110,316.406200,382534195,382534195
0.111,318.054200,383518693,383518693
0.111,319.702100,386439925,386439925
0.112,321.350100,387423991,387423991
0.112,322.998000,390387675,390387675
0.113,324.646000,391371415,391371415
0.113,326.293900,394292651,394292651
0.114,327.941900,395276321,395276321
0.115,329.589800,398317746,398317746
0.115,331.237800,399301308,399301308
0.116,332.885700,402222511,402222511
0.116,334.533700,403205917,403205917
0.117,336.181600,406171473,406171473
0.118,337.829600,407154508,407154508
0.118,339.477500,410076135,410076135
0.119,341.125500,411058790,411058790
0.119,342.773400,414100215,414100215
0.120,344.421400,415082468,415082468
0.120,346.069300,418007892,418007892
0.121,347.717300,418989769,418989769
0.122,349.365200,421958028,421958028
0.122,351.013200,422939392,422939392
0.123,352.661100,425870373,425870373
0.123,354.309100,426851208,426851208
0.124,355.957000,429892632,429892632
0.124,357.605000,430872788,430872788
0.125,359.252900,433809501,433809501
0.126,360.900900,434789002,434789002
0.126,362.548800,437760769,437760769
0.127,364.196800,438739731,438739731
0.127,365.844700,441679035,441679035
0.128,367.492700,442657379,442657379
0.128,369.140600,445698804,445698804
0.129,370.788600,446676716,446676716
0.130,372.436500,449616429,449616429
0.130,374.084500,450593840,450593840
0.131,375.732400,453569765,453569765
0.131,377.380400,454546614,454546614
0.132,379.028300,457486373,457486373
0.132,380.676300,458462690,458462690
0.133,382.324200,461504115,461504115
0.134,383.972200,462479860,462479860
0.134,385.620100,465419644,465419644
0.135,387.268100,466394885,466394885
0.135,388.916000,469374927,469374927
0.136,390.564000,470349655,470349655
0.136,392.211900,473289427,473289427
0.137,393.859900,474263799,474263799
0.138,395.507800,477305224,477305224
0.138,397.155800,478279342,478279342
0.139,398.803700,481219103,481219103
0.139,400.451700,482193047,482193047
0.140,402.099600,485176472,485176472
0.140,403.747600,486150384,486150384
0.141,405.395500,489090131,489090131
0.142,407.043500,490064007,490064007
0.142,408.691400,493105432,493105432
0.143,410.339400,494079446,494079446
0.143,411.987300,497019154,497019154
0.144,413.635300,497993348,497993348
0.144,415.283200,500977332,500977332
0.145,416.931200,501951581,501951581
0.146,418.579100,504891170,504891170
0.146,420.227100,505865484,505865484
0.147,421.875000,508906909,508906909
0.147,423.522900,509881356,509881356
0.148,425.170900,512820765,512820765
0.148,426.818800,513795267,513795267
0.149,428.466800,516776123,516776123
0.150,430.114700,517750767,517750767
0.150,431.762700,520689736,520689736
0.151,433.410600,521664377,521664377
0.151,435.058600,524705802,524705802
0.152,436.706500,525680453,525680453
0.152,438.354500,528618198,528618198
0.153,440.002400,529592930,529592930
0.154,441.650400,532568766,532568766
0.154,443.298300,533543610,533543610
0.155,444.946300,536478425,536478425
0.155,446.594200,537453505,537453505
0.156,448.242200,540494930,540494930
0.156,449.890100,541470247,541470247
